,start_date,country,region,subregion,source_url,source_category,source_title,source_full_text
212,2021-02-24,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/rj-simpson-pink-shirt-day-0,Government Website,R.J. Simpson: Pink Shirt Day,"Check against delivery Mr. Speaker, we all share in the responsibility of ensuring that our schools and communities are safe spaces. Today, we take a moment to pause and reflect on how each of us contributes to safe spaces where bullying is prevented whenever possible and quickly addressed when it occurs. In 2007, Nova Scotia teenagers David Shepherd and Travis Price organized a protest after a male Grade 9 student in their school was harassed for wearing a pink shirt. The next morning, these two youth brought pink shirts to hand out to all male students. Their school was full of kids in pink that day and 14 years later, Pink Shirt Day has become a global call-to-action as schools and workplaces are flooded with pink in solidarity against bullying. The national theme for 2021 is Lift Each Other Up, and I am happy to see so much pink around the House today, as we stand together on Pink Shirt Day. As I am sure all Members of this House are aware, bullying can occur to anyone, of any age, at any time. It occurs when aggressive and repeated behaviours happen between one or more people in a real or perceived power imbalance. This imbalance can be based on a range of factors from size, age or ethnicity, to religion, sexual orientation or gender identity. No one, from any walk of life, is immune to becoming a bully, or experiencing bullying.  This behaviour has negative impacts on individuals, families and communities. It causes fear, emotional harm and physical, psychological and social distress. We must support victims of bullying, and ensure we provide education and formative consequences to bullies, so they can learn the harm in their actions and repair relationships. Mr. Speaker, the Government of the Northwest Territories has Safe School Regulations that establish a Territorial Code of Conduct and ensure all schools have a Safe School Plan. These plans ensure students from Junior Kindergarten to Grade 12 take healthy relationship programming, and require schools to address instances of bullying in accordance with the regulations. A Safe School Plan ensures there are structured mechanisms in place for keeping students and staff physically, emotionally, mentally and socially safe. Last year, the Department of Education, Culture and Employment released the Guidelines for Ensuring LGBTQ2S+ Equity, Safety and Inclusion in Northwest Territories Schools.. We continue to support schools in upholding these guidelines and in the development of their Gender Sexuality Alliances through our partnership with the Yellowknife Rainbow Youth Coalition. Mr. Speaker, Northwest Territories schools should be safe and caring environments for the entire school community. We must continue our vigilance to ensure our schools are safe spaces where people respect each other’s differences and recognize each other’s similarities. When we see bullying, we need to speak up; and if we bully others, we must reflect on our actions and seek ways to do better. Let’s lift each other up. Thank you, Mr. Speaker."
213,2021-02-24,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/safe-winter-driving,Government Website,Safe Winter Driving,"With the opening of Northwest Territories’ (NWT) winter roads, truck traffic on NWT highways is higher at this time of year. The Government of Northwest Territories (GNWT) reminds residents and commercial drivers to drive safely.  	As cellular coverage is limited along some sections of NWT highways, drivers are encouraged to plan their route in advance and keep someone informed of their travel plans, especially when travelling between communities or far distances. It is recommended that drivers check the weather forecast as well as NWT’s Highway Conditions map, which is updated regularly by the Department of Infrastructure. Drivers are reminded to use traffic pull-outs to stop whenever possible. If you must pull over on an NWT highway, select a straight, flat stretch of road with good visibility in both directions, and use hazard lights to ensure you are visible to other vehicles. Drivers and passengers are strongly encouraged to stay in their vehicle, as drivers may not be able to see them – particularly in the dark. Drivers should slow down when passing stopped vehicles. Drive alert, always scanning for potential hazards. Drivers should adjust their speed to the road and weather conditions and never exceed the posted speed limit. In poor conditions, drivers should leave at least four seconds of space between their vehicle and the vehicle ahead, always giving larger vehicles like trucks and buses more space. Drivers are reminded to only pass a vehicle when permitted, keeping a safe following distance behind the vehicle they intend to pass. It is strongly encouraged that drivers carry a winter survival kit in their vehicles, equipped with essential supplies that will keep them safe if an emergency situation arises. Items to consider for a survival kit: Two-way radio or satellite phone  Sand or other traction aid Tow rope and booster cables Road flares or warning light Reflective clothing Gas line antifreeze Headlamp or flashlight and extra batteries Lighter and matches First aid kit and fire extinguisher Non-perishable energy foods Winter-rated sleeping bag or blanket Ice scraper/snow brush/shovel/axe   As NWT winters are accompanied by extreme cold temperatures and snowy/icy conditions, it’s important that residents adapt to conditions and maintain their vehicles. For information on vehicle maintenance and safe winter driving practices, click here. 	We remind residents that it is an offence under the Criminal Code to drive a motor vehicle, vessel, aircraft, snowmobile, or all-terrain vehicle while impaired by drugs, alcohol, or a combination of both. Links Northwest Territories Highway Traffic Report 2019Annual Report of Registrar of Motor Vehicles 2019/2020NWT Traffic Collision Facts 2019Transportation of Dangerous Goods 2020Highway Conditions map   Media Requests, please contact: Public Affairs and Communications 	Department of Infrastructure 	Government of the Northwest TerritoriesINF_Communications@gov.nt.ca  "
214,2021-02-23,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/caroline-wawzonek-investments-northwest-territories-agriculture-industry,Government Website,Caroline Wawzonek: Investments in Northwest Territories Agriculture Industry,"Check against delivery Thank you, MP McLeod - and thanks for joining us today, everyone. On first blush, this may seem like an odd time to make an agriculture announcement; especially in the Northwest Territories. The reality is that by the time the weather warms up and people like you and I start thinking about planting and growing, the folks that make up Canada’s commercial food sector - even here in the NWT - will already be wildly busy. It is during this “downtime” that agriculture planning is done, seeds are bought, equipment is prepared and investments are made in the upcoming growing season. It is in this spirit, that we are marking National Agriculture Day – today – by highlighting three key investments that were made during this off-season under the federal Canadian Agriculture Partnership. Specifically, we were pleased, over the winter months, to support three commercial farm businesses in Hay River by investing in their projects to clear new land, build new greenhouses and storage facilities, and invest in new technologies and equipment. Riverside Growers continues to respond to market demand by increasing production capacity and improving processing flow.  In part thanks to the 188 thousand dollars they received in Major Agriculture Projects Fund investment, Riverside Growers will effectively double their growing space while streamlining their processing and packing lines for greater efficiency. Further, Riverside Growers will also be investing in multi-functional processing equipment to support a broader array of products and provide a new level of value-added support for other local producers. Utilizing their 111 thousand dollars of funding, Greenwood Gardens is planning a significant expansion of their greenhouse production enabling them to grow more high value crops including tomatoes and cucumbers. The energy efficient greenhouse will allow for an earlier start and extended growing season particularly important for growing frost sensitive vegetables successfully in the north.  The greenhouse will also provide an ideal climate for high-quality vegetable seedlings and bedding plant production to service the local and region markets. And finally - as we’ll hear from directly Mr.  Kevin Wallington shortly - Choice North Farms has received a 180 thousand dollar investment and is using these funds to relocate and upgrade their on-site inline grading station to increase quality control, improve operational efficiency and open up new markets in the NWT and hopefully, beyond. These investments were made thanks to our continued collaboration with the federal Department of Agriculture Canada in the Canadian Agriculture Partnership.   I want to make a point today of recognizing the Government of Canada for its continued support of this partnership. It represents a five year, $5.6 million-dollar funding commitment that is the foundation of our support and investments in the NWT’s agriculture sector. Since our agriculture strategy was introduced in 2017, the GNWT has invested this funding in planning, training, capacity building, community partnerships and regulatory improvements designed to position the commercial agriculture sector to grow. The GNWT’s Agriculture Strategy is called: The Business of Food- A Food Production Plan. As you might assume from its title, it is a plan focussed on maximizing the economic potential of our agriculture sector. Like many things, however, COVID-19 has shed a new lens on agriculture in the North. The pandemic has exacerbated food security concerns in the NWT placing added emphasis on assisting vulnerable populations – and further illuminated the need for regional economic diversification in our territory. Again, the federal government’s support for food security throughout the pandemic is very much appreciated. Food security is an issue that is foundationally important to the health and wellbeing of the people of the NWT. While I don’t want to side track today’s announcement, I do feel is it important to say this: the GNWT’s mandate includes a commitment to increase food security through locally produced, harvested, and affordable food.  The growth of our agriculture sector is central to this commitment. Increased local food production can and will support the GNWT’s goal to improve food security across the territory. I want to end today by saluting those NWT residents from across the entire territory who organize farmers markets, volunteer at community gardens and greenhouses and respond to the unique challenges of growing food in the North. Most importantly of course on this Canada’s National Agriculture Day, a vote of appreciation to our small and vibrant community of commercial growers and food producers in the NWT who are already planning for the season ahead – and the production of fresh, healthy, safe and more-affordable locally grown food choices. Thank you."
215,2021-02-23,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/400000-nwt-major-growers,Government Website,"$400,000 for NWT Major Growers","The Governments of Canada and the Northwest Territories are investing over $400,000 to increase the production of fresh, healthy and locally-grown food in the NWT’s agriculture sector. The investments, delivered under the Canadian Agriculture Partnership (the Partnership), will support three projects in Hay River. Riverside Growers ($118,642) - Riverside Growers is responding to market demand by increasing production capacity and improving processing flow. Through the Major Agriculture Projects Fund, Riverside Growers will effectively double their growing space while streamlining their processing and packing lines for greater efficiency. Further, Riverside Growers is investing in multi-functional processing equipment to support a broader array of products and provide a new level of value-added support for other local producers. Greenwood Gardens ($111,174) - Greenwood Gardens is planning a significant expansion of their greenhouse production enabling them to grow more high value crops including tomatoes and cucumbers. The energy efficient greenhouse will allow for an earlier start and extended growing season particularly important for growing frost sensitive vegetables successfully in the north. The greenhouse will also provide an ideal climate for high-quality vegetable seedlings and bedding plant production to service the local and region markets. Choice North Farms ($180,000) – As the largest producer in the NWT, Choice North Farms is committed to constant improvement in quality and efficiency. Through the Major Agriculture Projects Fund, a redesigned “in-line” grading station will be installed on-site to increase quality control, improve operational efficiency and open up new markets in the NWT. This is the first time in the Northwest Territories that government funding has been made available under the Partnership specifically for commercial growers; and to support large-scale development on established and growing farms. Quotes “COVID-19 has created unprecedented challenges, and has put increased focus for Canadians on where they get their food. The pandemic has also highlighted the need to ensure food security for all Canadians. Through this project, the Government of Canada is providing support to innovative solutions that help ensure a dependable food supply in Northwest Territories communities.” 	-Marie-Claude Bibeau, Minister of Agriculture and Agri-Food “Local food producers in the Northwest Territories play an important role in establishing a resilient food supply for their communities. The funding announced today will help these growers scale-up production to bring more of their safe, nutritious foods to grocery store shelves and kitchen tables across the territory.” -Michael V. McLeod, Member of Parliament for Northwest Territories “When the Government of the Northwest Territories introduced its first agriculture strategy in 2017, we noted that to increase the production of fresh, healthy, safe and affordable locally grown food, we must first establish a commercial food-growing industry. The identified need for this level of capital funding is an indicator that our investments in The Business of Food are beginning to yield results.” -Caroline Wawzonek, Minister of Industry, Tourism and Investment Quick facts The Canadian Agricultural Partnership is a five-year, $3 billion investment by federal, provincial and territorial governments to strengthen the agriculture and agri-food sector Funding Recipients are required to contribute a minimum cash equity of 10% Nine applications (6 South Slave, 2 North Slave, 1 Dehcho) were accepted and reviewed for possible funding under the Agriculture Major Projects Fund The total value of applications received was over $2 million Related links Agriculture Major Projects Fund The Business of Food: A Food Production Plan Canadian Agricultural Partnership - NWT  Canadian Agricultural Partnership - AAFC   For More Information, please contact:   Drew Williams Asst. Director Strategic Communications Industry, Tourism and Investment 1-867-767-9202 (ext: 63037) Drew_williams@gov.nt.ca Jean-Sébastien Comeau Press Secretary Office of the Minister of Agriculture and Agri-Food jean-sebastien.comeau@canada.ca 343-549-2326 Media Relations Agriculture and Agri-Food Canada Ottawa, Ontario 613-773-7972 1-866-345-7972 aafc.mediarelations-relationsmedias.aac@canada.ca Follow us on Twitter: @AAFC_Canada Like us on Facebook: CanadianAgriculture"
216,2021-02-23,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/awards-acknowledge-and-celebrate-achievements-literacy-nwt,Government Website,Awards acknowledge and celebrate achievements in literacy in NWT,"Recipients of the Council of the Federation Literacy Award and the NWT Ministerial Literacy Awards were honoured virtually today. Created in 2002 by the Minister of Education, Culture and Employment, the NWT Literacy Awards honour the literacy achievements of youth and adult learners, exceptional educators, and organizations and businesses across the territory. The Council of the Federation Literacy Awards, established in 2004, celebrate the valuable contributions made by Canadians in the field of literacy, as well as adult learners who demonstrate an exceptional commitment to literacy. One medal is awarded in each province or territory every year. The 2020 recipients are: Delores Vittrekwa, Fort McPherson – Council of the Federation Literacy Award Cassidy Lennie-Ipana and Mataya Gillis, Inuvik – Ministerial Youth Learner Literacy Award Susan Chaffee, Yellowknife – Ministerial Adult Learner Literacy Award Dwayne Drescher “Adjgaliaq”, Inuvik – Ministerial Outstanding NWT Educator Award Javaroma Gourmet Coffee and Tea, Yellowknife – Ministerial Outstanding Support for Literacy Development NWT Business Award William Maltus, Yellowknife – Ministerial Second Language Learner Award Jim Stauffer, Whatì – Ministerial Supporting Literacy Through Technology Award Deninu Kųę́ First Nation, Deninu Kųę́ First Nation (Fort Resolution) – Ministerial Outstanding Non-Profit Support for Literacy/Language Development Award Quote “It is an honour to celebrate the excellence of our winners and all they have achieved. Literacy skills in any and all of our Official Languages are crucial to daily living, employment, citizenship, personal advancement and life enjoyment. I offer my sincere congratulations to all of this year’s recipients.” - R.J. Simpson, Minister of Education, Culture and Employment Related links https://www.ece.gov.nt.ca/en/services/literacy/nwt-literacy-awards   Media Requests, please contact: Melissa Bannister Senior Communications Advisor Department of Education, Culture and Employment melissa_bannister@gov.nt.ca  "
217,2021-02-22,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/ministerial-activities-advisory-week-february-23-march-1-2021,Government Website,"Ministerial Activities Advisory for the week of February 23- March 1, 2021","Ministerial Activities Advisory for the week of February 23- March 1, 2021   Ministerial Travel Please note that travel schedules may change with little or no notice. This schedule is accurate as of February 22, 2021 Paulie Chinna has a Dettah Fire Hall tour with MLA Norn, MLA Johnson and Yellowknives Dene First Nation Chief, Edward Sangris, on February 26. Meetings and Appearances Please note that event organizers may have attendance restrictions­­­ for their event. Contact organizers for more information. Shane Thompson will be virtually meeting with Alexandra Koslock, Manitoba – Ontario Legislative Internship Program on February 23. Caroline Cochrane will be attending zoom meeting with NWT Study Tour - Ontario & Manitoba Legislative Interns on February 24. R.J. Simpson will be virtually attending a video conference with Council of Ministers of Education, Canada on February 25. Caroline Cochrane, Caroline Wawzonek, Julie Green, Paulie Chinna, R.J. Simpson, Shane Thompson and Diane Archie will be virtually attending a Northwest Territories Association of Communities Annual General Meeting “Bearpit” on February 27.   Trista Haugland Media and Communications Coordinator Government of the Northwest Territories Ph: 867-767-9140 ext. 11092 Email: trista_haugland@gov.nt.ca"
218,2021-02-19,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/premier-cochranes-itinerary-week-february-21-2021,Government Website,"Premier Cochrane's Itinerary for the week of February 21, 2021","Premier Cochrane's Itinerary for the week of February 21, 2021 Issued February 19, 2021. If there are any changes, an updated version of the itinerary will be provided on February 24, 2021.   Public Events and Meetings No public events or meetings are scheduled.   Closed Events and Meetings The following events are closed to the media February 22 The Premier will be chairing a COVID-19 Committee of Cabinet meeting. Internal Meetings February 23 The Premier will be chairing a Cabinet House Strategy meeting. The Premier will be participating in a Caucus meeting. The Premier will be participating in a sitting of the Legislative Assembly. Internal meetings February 24 The Premier will be virtually meeting with Ontario and Manitoba Legislative interns. The Premier will be chairing a Cabinet House Strategy meeting. The Premier will be participating a Financial Management Board meeting. The Premier will be participating in a sitting of the Legislative Assembly. Internal meetings February 25 The Premier will be chairing a Cabinet House Strategy meeting. The Premier will be chairing a Cabinet meeting.  The Premier will be participating in a sitting of the Legislative Assembly. Internal meetings February 26 The Premier will be chairing a Cabinet House Strategy meeting. The Premier will be participating in a sitting of the Legislative Assembly. Internal meetings February 27 The Premier will be participating in the Northwest Territories Association of Communities Annual General Meeting All meetings and events subject to change.   For Ministerial Media Requests, Contact: Cabinet Communications 						Government of the Northwest Territoriespresssecretary@gov.nt.ca"
219,2021-02-19,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/intergovernmental-meeting-between-katlodeeche-first-nation-and-government-northwest,Government Website,Intergovernmental Meeting between Kátł’odeeche First Nation and the Government of the Northwest Territories,The attached is being distributed on behalf of the Kátł’odeeche First Nation and the Government of the Northwest Territories.
220,2021-02-18,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/tourism-digital-bootcamp-training-expanded-meet-demand,Government Website,Tourism “Digital Bootcamp” Training Expanded to Meet Demand,"The Department of Industry, Tourism and Investment (ITI) is expanding its training investment to help tourism operators maximize their digital presence.  The Department introduced its “Digital Bootcamp” initiative at the Northwest Territories Tourism (NWTT) conference in November 2020.  It has partnered with advertience, a digital marketing firm, to provide 15 NWTT members the benefit of website audits, tips for increasing traffic to their sites, search engine analytics, and social media management.  Training is delivered individually through face-to-face virtual sessions and customized to suit each operator’s unique marketing situations. Due to the high level of interest from NWTT members in these digital bootcamps, ITI is working with NWTT to sponsor additional workshops for 15 more operators. Quote “Around the world, tourism has been one of the industries hit hardest by the impacts of the pandemic. Sharing our online tourism packages and spectacular opportunities with the world will help reaffirm the NWT as a premier destination. With the training northern tourism operators have received, they will have the tools to identify where they can make their operations stronger. This is one more step we can take to help them take full advantage of a post-pandemic economy.” - Caroline Wawzonek, Minister of Industry, Tourism and Investment Quick facts The Department has invested a total of $90,000 in the 30 training sessions. Many NWT operators have modified their product delivery, focusing on local “staycation”-themed packages. With airplanes grounded, hotels closed and travel restrictions in place worldwide; tourism is among the most affected sectors by the COVID-19 pandemic. Related links Minister Caroline Wawzonek addresses NWT’s Tourism Industry What We Learned June 2020 BLOG: ITI Sponsors Online Marketing Workshops for NWT Tourism Operators     Media Requests, please contact: Jacqueline McKinnon Strategic Advisor Industry, Tourism and Investment Government of the Northwest Territories jacqueline_mckinnon@gov.nt.ca 867-920-9202 x 63039"
221,2021-02-18,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/ocpho-offers-expanded-exemptions-self-isolation-travelers-nunavut,Government Website,OCPHO offers expanded exemptions to self-isolation for travelers from Nunavut,"The Office of the Chief Public Health Officer (OCPHO) is now considering self isolation exemptions for travellers from Nunavut who are arriving or plan to arrive in the Northwest Territories (NWT). They will still need to submit a self-isolation plan and exemption request through ProtectNWT and must receive an approved exemption letter from the CPHO before they can be exempt from self-isolation. Anyone who has already arrived in the NWT from Nunavut can also apply for a retroactive exemption by contacting ProtectNWT. This means anyone who has arrived in the NWT and is already self-isolating can still apply for an exemption. If it is approved by the CPHO, that person would no longer have to self-isolate. Travelers applying for an exemption must have been in Nunavut or the NWT for at least the past 14 days. They must also: Not be symptomatic. Not have been named a contact of a COVID-19 diagnosis; or Not have been notified that they were part of a COVID-19 outbreak. Travelers will not be eligible for an exemption in the following circumstances: If they are coming from a community with travel restrictions in place. If they are coming from a community experiencing community spread of COVID-19. If they are coming from a Nunavut closed camp or work site that has out-of-territory workers. Quote “There are strong ties between the NWT and Nunavut. Many of our residents have friends and family in Nunavut and vice-versa. As we continue our rollout of vaccinations and more NWT residents build up immunity to COVID-19, the NWT will continue looking at ways to expand our bubble across the North. Considering exemptions for travelers from Nunavut arriving in the NWT is an important step in this process as we gradually and safely emerge from this pandemic.” - Julie Green, Minister of Health and Social Services Quick facts Travelers must follow additional conditions set out in the exemption letters during the first 14 days upon arrival to the NWT, such as wearing non-medical masks in public places where social distancing cannot be maintained. Household members of a traveler with an exemption from self-isolation will also be exempt and not need to self-isolate. The CPHO can revoke an exemption at any time or deny a request for exemption or alter conditions based on a current public health risk assessment. Related links GNWT COVID-19 website Arriving in the NWT Self isolation for travellers entering the NWT   Media Requests, please contact: Darren Campbell Senior Communications Officer, COVID-19 Communications Health and Social Services COVID-19 Coordinating Secretariat Government of the Northwest Territories Darren_P_Campbell@gov.nt.ca"
222,2021-02-18,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/have-your-say-water-management-nwt,Government Website,Have Your Say on Water Management in the NWT,"The GNWT is currently seeking public input on two key water stewardship and management initiatives: a new Water Stewardship Strategy Action Plan (2021-2025); and Intentions Documents for Transboundary Water Management Agreements with Yukon. The public is invited to provide feedback through the Department of Environment and Natural Resources (ENR) website until March 15, 2021. 2021-2025 Action Plan Survey The next five-year Action Plan (2021-2025) for the NWT Water Stewardship Strategy (Water Strategy) is currently being developed with water partners and will ensure continued progress towards achieving the goals and vision of the Water Strategy. Northern residents are invited to participate in a survey on ENR’s website until March 15, 2021. The public input collected through this survey will feed into the collaborative Action Plan development process – informing water partners of priorities that should be considered in the 2021-2025 Action Plan. The Department intends to release a What We Heard Report alongside the new Water Stewardship Strategy Action Plan (2021-2025) in the summer of 2021. NWT Transboundary Water Management Agreement with Yukon The GNWT and the Yukon Government have negotiated two separate Yukon-NWT Intentions Documents for Peel/Mackenzie Delta and Liard basins, as waters that flow between Yukon and the NWT are located within these two areas. The Intentions Documents address all aspects that will be included in the final bilateral agreements with Yukon.  Public engagement ensures that northern residents’ may express concerns and interests before the agreements are finalized.  The Intentions Documents and plain language summaries are now available on a designated Have Your Say webpage.  Members of the public are invited to review these documents and email their feedback to the Department of Environment and Natural Resources by e-mail at nwtwaterstrategy@gov.nt.ca, or by phone at (867) 767-9234 ext. 53115 until March 15, 2021. Quotes “Clean, abundant water is one of our most valuable natural resources in the Northwest Territories. Our government will always listen to residents and partners to ensure their values and perspectives are reflected in the ways we manage this precious resource. I encourage everyone to participate in these engagement opportunities.” - Shane Thompson, Minister of Environment and Natural Resources Quick facts The GNWT is conducting public engagement on the Water Stewardship Strategy: for the 2021-2025 Water Strategy Action Plan; and the Yukon-NWT Intentions Documents for two Transboundary Water Management Agreements. General Public can participate in these public engagement activities until March 15, 2021.  Related links Have Your Say webpage- NWT Transboundary Water Management Agreements Have Your Say webpage- 2021-2025 Water Stewardship Strategy Action Plan   Media Requests, please contact: Jaimee Kepa Communications Planning Specialist Department of Environment and Natural Resources Government of the Northwest Territories Jaimee_Kepa@gov.nt.ca 867-767-9231 ext. 53045"
223,2021-02-17,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/julie-green-bi-weekly-media-event,Government Website,Julie Green: Bi-Weekly Media Event,"Check against delivery  Good morning and thank you, Premier Cochrane. I would like to begin with a brief update on the COVID-19 vaccine rollout in the Northwest Territories.  As of February 15, we have delivered 13,578 first doses and fully vaccinated 579 residents against COVID-19.  The NWT is still leading the country in the delivery of first doses. These doses are already giving strong protection to 39% of the adult population. We are eagerly awaiting the fourth shipment of vaccine later this month. More vaccine will allow us to continue bringing first and second doses to NWT residents. Since the beginning of our vaccine rollout, we knew that the allotment and delivery of doses were both outside of our control.  Our team has built a flexible vaccine delivery schedule to account for shipment delays, weather, or other logistical challenges.  As I’ve said before, the Federal government has remained strong in its promise to deliver enough vaccine for 75 per cent of the NWT’s eligible population by the end of March 2021.  We are grateful for the allocation of vaccine we have received so far. We will continue to keep the public  informed  through weekly media briefings like this as well as communications channels online, on the radio, in print, and in person.  Residents can check the vaccine schedule at www.NTHSSA.ca/COVID-vaccine for the most up-to-date information.  We are adding dates for communities on a regular basis as vaccine supply and logistics allow. With our current supply, we have begun delivering second doses to priority populations to our small, remote communities this week while also providing first doses to those who missed the vaccine team’s initial visit. We are stepping up our on-the-ground communications during these second visits, especially in NWT official Indigenous languages, to ensure we are reaching as many residents as possible. In order to help NWT residents feel comfortable and informed about what to expect during the COVID-19 vaccine clinics, we are also launching a new video series this week that features Tłı̨chǫ Nurse Leanne Mantla and her mother, elder Rose Mantla. Both Leanne and Rose are experienced health care workers from the NWT whose trusted voices explain what to expect before, during, and after the clinic arrives in each community. Residents will be able to find these videos in English, French, and Tłı̨chǫ on the GNWT Corporate Facebook pages, or on the COVID-19 website.  On that website the public will find wastewater test results. The GNWT has updated the COVID-19 dashboard to display wastewater results by community and include all results from the time sampling started.  There are currently six NWT communities where wastewater surveillance is being conducted: Fort Simpson, Fort Smith, Hay River, Inuvik, Norman Wells and Yellowknife. The Chief Public Health Officer has implemented a wastewater surveillance program in these communities to help detect the presence of COVID-19. Testing wastewater is a cost-effective way to test for the virus and an early warning system to detect COVID-19 in our communities. The program will be in place for the next six to 18 months depending on the status of the pandemic and the role this surveillance activity has in informing the response by public health. This testing is a collaboration between community governments, and the departments of Environment and Natural Resources, Municipal and Community Affairs, Health and Social Services, and the Public Health Agency of Canada, including the National Microbiology Laboratory.  I’d now like to make a few more points about where we are at with COVID-19. First, I’d like to acknowledge how much NWT residents have sacrificed in the last 11 months to protect our territory from COVID-19. As March Break nears, I know many would like to travel outside the territory.  Transmission rates across Canada are still high and the impact of variants is alarming because they are more infectious than the original strain. As a result, non-essential travel outside the territory is still not recommended right now. Let’s take this time to see how much there is to do right here in the NWT.  Get out on the land. Go skating. Go cross-country skiing, snowmobiling, ice-fishing, and snowshoeing.  If you must travel, awareness is key.  There are currently significant outbreaks in many areas where NWT residents would routinely travel for medical or other reasons.  Knowing the COVID-19 situation in your destination before you travel will allow you to make informed decisions about your own health and safety. Residents can find travel advice and more information about COVID-19 hotspots in nearby regions and the rest of Canada on the GNWT covid website.  So far, the COVID-19 cases within our own territory have been contained because Northerners are taking the proper steps to keep their communities safe.  But, we have seen how quickly one case can become an outbreak.  We must continue to follow the guidance that has kept us safe these past 11 months. Keep gatherings small and spaces large; Practice physical distancing and stay six feet or two metres apart; Wash your hands and do it a lot; Keep sneezing and coughing to yourself; Wear a mask to help keep you and others safe; and get get tested and stay home if you are feeling sick. Together, we can defeat COVID-19. Thank you."
224,2021-02-17,Canada,Northwest Territories,,https://www.gov.nt.ca//en/newsroom/premier-cochrane-bi-weekly-media-event,Government Website,"Premier Cochrane, Bi-Weekly Media Event ","Check against delivery  Good morning. Thank you all for being here today. With me are Minister Julie Green, Chief Public Health Officer Dr. Kami Kandola, and Territorial Medical Director Dr. AnneMarie Pegg.  Since the beginning of 2021, our government has been hard at work putting into action a vaccination strategy that has been one of the most aggressive campaigns in the history of the Northwest Territories. We have always said that our main priority during this pandemic has been to protect residents and communities, especially those who are most vulnerable to the virus. The efforts of our health care professionals who have helped to vaccinate residents in all 33 of our communities, some of the most remote in Canada, has been nothing but impressive. The work undertaken by Dr. Pegg and the Northwest Territories Health and Social Services Authority is helping us to protect our loved ones and positions us where we can begin to look at life post-pandemic, which includes our social and economic recovery.  However, I must continue to impress upon residents that even if you have your first dose of the vaccine, our work is not quite done. It’s important we don’t let our guard down just yet. Even if a significant number of residents have been vaccinated, we still need to protect those around us who have not yet or cannot get the vaccine. While the vaccination plan is progressing as planned, we all need to continue to do our part and follow the public health orders, wear a mask, wash our hands, and keep a safe distance. As we have seen with the outbreak at the Gahcho Kue mine, it can only take a few cases to cause the need for strict measures to be undertaken. I want to thank De Beers Canada and Mountain Province Diamonds for their swift efforts to limit further spread of the virus, and am confident they will continue to ensure they are vigorously testing their employees, and working to limit the spread of COVID-19. I also want to thank all the businesses and residents who have continued to work to keep us all safe.   It is not lost on the government that these are trying times for everyone. The pressure the pandemic is placing on residents and businesses is apparent, and pandemic fatigue has been setting in for many of us.  We are approaching the one-year mark since the beginning of the pandemic. It has been one of the most difficult times many of us have faced and it has had an impact on personal and emotional well-being of us all. This a difficult time for everyone, and the increased pressure the pandemic has put on each of us should not be ignored. Self-care is so important, and I encourage everyone who may be feeling down to reach out to friends, family or to the NWT Helpline at 1-800-661-0844 for support. I have said it many times, but one of the lasting legacies of COVID-19 will be how we treated one another, and I encourage all NWT residents to support those who are having a difficult time. We all play an important role to encourage a society where we can all talk more openly about how we are feeling. We need to work together to affect change around the attitudes and stigma that exists – and this starts with being kind to one another. I’d now like to turn it over to Minister Green to provide her remarks. "
