,Unnamed: 0,start_date,country,region,subregion,source_url,source_category,source_title,source_full_text
91,91,2020-07-14,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/servicenl/0714n06/,Government Website,Personal Protective Equipment Suppliers Available Online," To assist Newfoundland and Labrador businesses and other organizations in sourcing Personal Protective Equipment (PPE), the Public Procurement Agency (PPA) has posted a directory of suppliers on its website to help with the ongoing demand for PPE. The directory lists companies that sell PPE and other supplies to keep employees and customers safe from COVID-19 during the province’s public health emergency. Suppliers’ locations are provided to help consumers connect with local sources of PPE and to give suppliers a platform to reach potential consumers. The directory and Terms of Use can be accessed through the PPA Website. The Provincial Government has strived to provide a complete directory of PPE suppliers. If there is a PPE provider not included in the directory that would like to be added, please contact the Public Procurement Agency via email at PPAcontracts@gov.nl.ca. Quote “The high demand for personal protective equipment has made it difficult to source since the beginning of the current public health emergency. This online tool will help businesses continue to find the equipment they need to continue operations safely during COVID-19.” Honourable Tom Osborne Minister Responsible for the Public Procurement Agency – 30 – Learn more  Public Procurement Agency Website Increased Procurement Thresholds Will Help Support Local Businesses Key Milestone Achieved in Procurement Modernization New Public Procurement Act to be Proclaimed Next Month New Procurement Act Now in Effect Follow us on Twitter @GovNL and @ServiceNL_ Media contact Krista Dalton Service NL 709-729-4748, 685-6492 kristadalton@gov.nl.ca  2020 07 14 3:00 pm  "
92,92,2020-07-14,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/oipc/0714n07/,Government Website,Office of the Information and Privacy Commissioner – Report AH-2020-001 Released," The Information and Privacy Commissioner, Michael Harvey, has released his Report AH-2020-001 under authority of the Access to Information and Protection of Privacy Act, 2015. A summary of the Report is included below. To view the Report in its entirety, please go to www.oipc.nl.ca/reports/commissioner Report:           AH-2020-001 Report Date: June 30, 2020 Public Body:  Workplace, NL Summary: The Complainant filed a request under the Access to Information and Protection of Privacy Act, 2015 (ATIPPA, 2015) for correction of personal information in a file held by WorkplaceNL relating to his application for compensation. The record in question is the report of a medical practitioner containing his opinions and observations of the Complainant’s injury and its impact on his ability to return to work. The record informed WorkplaceNL’s decision to deny the Complainant’s claim for compensation. Upon receiving the Complainant’s request for correction, WorkplaceNL determined that the record in question contained personal health information and was therefore subject to the Personal Health Information Act (PHIA) and processed the request pursuant to the provisions of that Act. WorkplaceNL refused to make the requested correction under section 62 of PHIA on the basis that it did not create the record and that the record was a professional opinion or observation within the meaning of section 62. The Complainant disputed the applicability of PHIA and applied to the Commissioner for a review of WorkplaceNL’s decision, also alleging WorkplaceNL had not discharged its duty to assist under section 13 of ATIPPA, 2015. The Commissioner determined, based on a plain reading of the provisions relating to “personal health information” in both Acts that WorkplaceNL had properly interpreted the request as being made under PHIA. The application of section 62 was previously discussed by the NL OIPC in Report AH-2014-001. Applying the analysis articulated in the earlier report, the Commissioner determined that WorkplaceNL properly refused to correct the information as it related to a professional opinion or observation. The Commissioner also found that ATIPPA, 2015 was not applicable and therefore WorkplaceNL could not have been in breach of section 13 of that Act. – 30 – Media contact Sean Murray Director of Research & Quality Assurance 709-729-6309  2020 07 14 4:10 pm  "
93,93,2020-07-14,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/oipc/0714n08/,Government Website,Office of the Information and Privacy Commissioner – Report A-2020-008 Released," The Information and Privacy Commissioner, Michael Harvey, has released his Report        A-2020-008 under authority of the Access to Information and Protection of Privacy Act, 2015. A summary of the Report is included below. To view the Report in its entirety, please go to www.oipc.nl.ca/reports/commissioner Report:           A-2020-008 Report Date: July 10, 2020 Public Body:  Memorial University of Newfoundland Summary: The Complainant requested records from Memorial University of Newfoundland (“Memorial”) relating to the production of certain e-mail messages. Memorial withheld some records on the basis of section 30 (solicitor-client privilege), section 39 (business interests of a third party) and section 40 (personal privacy). The Complainant filed a complaint with this Office, alleging that Memorial had wrongly applied the exceptions to disclosure and had failed in its duty to conduct a reasonable search for records and to respond to the Complainant in an open, accurate and compete manner under section 13 of the Act. The Commissioner found that Memorial had properly applied the section 30 exception to the records; that it was not necessary to assess the application of sections 39 and 40; and that Memorial had fulfilled its duty under section 13 of the Act. The Commissioner therefore recommended that Memorial continue to withhold the records. – 30 – Media contact Sean Murray Director of Research & Quality Assurance 709-729-6309  2020 07 14 4:25 pm  "
94,94,2020-07-13,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/health/0713n01/,Government Website,Public Advisory: No New Cases of COVID-19 in Newfoundland and Labrador," Today (Monday, July 13), Newfoundland and Labrador has no new confirmed cases of COVID-19. The province continues to have one active case. There is no one in hospital due to the virus. Two hundred and fifty-eight people have recovered. To date, 20,583 people have been tested. In Alert Level 2, individuals should continue to practice good infection prevention and control practices. Daily preventative actions can help to prevent the spread of COVID-19. These actions include:  Stay informed, be prepared, and follow public health advice; Wash your hands frequently with warm water and soap for at least 20 seconds; Use an alcohol based hand sanitizer in the absence of soap and water; Do not touch your face; Practice proper cough and sneeze etiquette; Maintain physical distancing; Wear a non-medical mask or face covering when you are in public and unable to maintain physical distancing; Increase cleanliness and ventilation of public spaces and worksites; and, Stay home if you are sick and avoid contact with others.  For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. -30- Media contact  Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 07 13 2:01 pm  "
95,95,2020-07-12,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/health/0712n01/,Government Website,Public Advisory: No New Cases of COVID-19 in Newfoundland and Labrador," Today (Sunday, July 12), Newfoundland and Labrador has no new confirmed cases of COVID-19. The province currently has one active case. There is no one in hospital due to the virus. Two hundred and fifty-eight people have recovered. To date, 20,437 people have been tested. In Alert Level 2, individuals should continue to practice good infection prevention and control practices. Daily preventative actions can help to prevent the spread of COVID-19. These actions include:  Stay informed, be prepared, and follow public health advice; Wash your hands frequently with warm water and soap for at least 20 seconds; Use an alcohol based hand sanitizer in the absence of soap and water; Do not touch your face; Practice proper cough and sneeze etiquette; Maintain physical distancing; Wear a non-medical mask or face covering when you are in public and unable to maintain physical distancing; Increase cleanliness and ventilation of public spaces and worksites; and, Stay home if you are sick and avoid contact with others.  For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. -30- Media contact  Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 07 12 2:00 pm  "
96,96,2020-07-11,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/health/0711n01/,Government Website,Public Advisory: No New Cases of COVID-19 in Newfoundland and Labrador," Today (Saturday, July 11), Newfoundland and Labrador has no new confirmed cases of COVID-19. The province currently has one active case. There is no one in hospital due to the virus. Two hundred and fifty-eight people have recovered. To date, 20,175 people have been tested. The department wishes to provide the public with an update on the case reported yesterday Friday, July 10. Contact tracing is completed. All close contacts have been tested and are negative to date. As per public health protocol, everyone considered a close contact has been advised to quarantine. As the individual was not symptomatic during travel to the province and followed the self-isolation protocol upon his return, the risk to the public is low at this time. In Alert Level 2, individuals should continue to practice good infection prevention and control practices. Daily preventative actions can help to prevent the spread of COVID-19. These actions include:  Stay informed, be prepared, and follow public health advice; Wash your hands frequently with warm water and soap for at least 20 seconds; Use an alcohol based hand sanitizer in the absence of soap and water; Do not touch your face; Practice proper cough and sneeze etiquette; Maintain physical distancing; Wear a non-medical mask or face covering when you are in public and unable to maintain physical distancing; Increase cleanliness and ventilation of public spaces and worksites; and, Stay home if you are sick and avoid contact with others.  For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. -30- Media contact  Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 07 11 2:00 pm  "
97,97,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/nr/0710n01/,Government Website,Media Advisory: Minister Coady and Minister O’Regan to Make Funding Announcement Regarding Electric Vehicles," The Honourable Siobhan Coady, Minister of Natural Resources and the Honourable Seamus O’Regan, Minister of Natural Resources, Government of Canada will make an announcement regarding Newfoundland and Labrador’s electric vehicle charging network. They will be joined by Jennifer Williams, President of Newfoundland and Labrador Hydro. The announcement will take place today, (Friday, July 10) at 2:00 p.m. in the parking lot of Hydro Place, 500 Columbus Drive. Access to the building and its facilities will not be permitted. To ensure appropriate physical distancing can be maintained, please RSVP to nrcan.media.rncan@canada.ca. As per current public health guidance, please do not attend the event if you are feeling unwell or experiencing any symptoms of COVID-19. – 30 – Media contact Lisa Lawlor Natural Resources 709-729-5777, 631-8155 lisalawlor@gov.nl.ca  2020 07 10 9:20 am  "
98,98,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/tcii/0710n02/,Government Website,Newfoundland and Labrador Welcomes Newest UNESCO Global Geopark," Discovery Geopark has become Newfoundland and Labrador’s first United Nations Educational, Scientific and Cultural Organization (UNESCO) recognized Global Geopark. With this distinction, Discovery Geopark becomes the fifth UNESCO Global Geopark in Canada, joining 161 other geosites to receive this recognition throughout the world. Located on the tip of the Bonavista Peninsula, the Discovery Geopark covers approximately 280 kilometres of coastline from Southern Bay to Bonavista, with 10 developed geosites that showcase the region’s diverse geological, natural and cultural diversity. Two geosites in Port Union contain Ediacaran fossils – some nearly 600 million years old, while the geosite located at Murphy’s Cove to Lodge’s Pond Trail is where internationally renowned Haootia quadriformis was discovered. This is the first fossilized evidence of muscular tissue, and possibly the oldest animal fossil in the world. Haootia is currently on display at The Rooms provincial museum. This announcement by UNESCO follows more than a decade of preparation by the Discovery Geopark committee, which has dedicated countless hours of time and resources toward planning, community outreach, research, and advocacy of geo-tourism. In addition to funding support from the Department of Tourism, Culture, Industry and Innovation and Atlantic Canada Opportunities Agency (ACOA), this project received assistance from the provincial Department of Natural Resources and Memorial University. UNESCO Global Geoparks are single, unified geographical areas where sites and landscapes of international geological significance are managed with a holistic concept of protection, education and sustainable development. Quotes “Congratulations to the Discovery Geopark Board and staff for their efforts and hard work to have the geopark recognized by UNESCO. Solidifying this designation raises the area’s geological significance on the world stage, and compliments the many high quality tourism experiences already found on the Bonavista Peninsula.” Honourable Bernard Davis Minister of Tourism, Culture, Industry and Innovation “I am pleased that the Provincial Government’s Geological Survey was able to provide technical support towards the efforts of the people from the Bonavista Peninsula area and their application for the Discovery Geopark to be designated a UNESCO Global Geopark. This designation will help inform people about the sustainable use and need for natural resources, while at the same time promoting respect for the environment and the integrity of the landscape. This complements our commitment to supporting the development of our geological resources in a responsible manner to the maximum benefit of our citizens.” Honourable Siobhan Coady Minister of Natural Resources “The designation of the Discovery Geopark as a UNESCO Global Geopark is a huge step forward for tourism in this spectacular part of Newfoundland and Labrador. This international recognition will help even more visitors discover the Bonavista Peninsula and its many hidden gems, while supporting local tourism as it recovers from COVID-19. Our message to our tourism sector is clear: we’ve been here for you with immediate measures, we’re here for you now as our economy reopens and we’ll get through this together. We’re working with you to support good jobs and help tourism in Newfoundland and Labrador come back strong.” Honourable Mélanie Joly Minister of Economic Development and Official Languages and Minister responsible for ACOA “Our government is delighted that Discovery Geopark has received UNESCO Global Geopark status. We commend the organization, all partners, communities in the region and everyone who played a role in its quest to become a UNESCO Global Geopark – you should all be proud of such an amazing accomplishment. This special designation will promote the unique culture and geological heritage on the Bonavista Peninsula worldwide, attract more visitors to the region and help generate new opportunities for tourism and economic growth.” Churence Rogers Member of Parliament for Bonavista-Burin-Trinity “Congratulations to the Discovery Geopark board and committee members on receiving UNESCO Global Geopark status. This grass roots project has been led by volunteers from throughout the Bonavista region for over a decade. Representatives from our not-for-profit, business and municipal sectors have worked with all levels of government through invaluable investments of time and resources to solidify this incredible designation. Today this UNESCO brand inscription on the Bonavista Peninsula, adds another valuable piece to our ever-strengthening tourism offerings, while enhancing sustainable economic growth in a rural area. Once again the Bonavista Peninsula has a reason to celebrate as we are highlighted on the international stage.” John Norman Chair, Discovery Geopark – 30 – Learn more Discovery Geopark UNESCO Global Geoparks Canadian Geoparks Network Follow us on Twitter: @GovNL and @TCII_GovNL Media contacts Eric Humber Tourism, Culture, Industry and Innovation 709-729-4819, 725-9655 erichumber@gov.nl.ca Lisa Lawlor Natural Resources 709-729-5777, 631-8155 Lisalawlor@gov.nl.ca Paul McGrath ACOA NL 709-689-5731 paul.mcgrath@canada.ca John Norman Discovery Geopark 709-468-8696 johnnorman21@gmail.com    2020 07 10 9:45 am  "
99,99,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0710n03/,Government Website,Wildlife Hunting Regulations Now Permit Crossbow and .17 Calibre Ammo," Amendments to provincial Wildlife regulations now permit the use of crossbows to hunt big game and small game species; and the use of .17 calibre HMR ammunition for hunting small game and furbearers. The changes take effect for the 2020 big and small game hunting seasons. The regulations were amended after extensive review and consideration of feedback received during online public consultations hosted earlier this year by the Department of Fisheries and Land Resources at engageNL.ca. Department officials have also held discussions with hunting organizations and advocates who outlined their support for implementation of these changes. Additional information is available in the backgrounder below. Further details can also be viewed in the online Hunting and Trapping Guide at the Department of Fisheries and Land Resources website. Quotes “Amendments to our wildlife regulations recognize the tremendous value of enhancing traditional hunting activities in our province. Permitting the use of crossbows and .17 calibre ammunition builds upon the world-class hunting experiences already available in Newfoundland and Labrador, while attracting still more participants to this great pastime.” Honourable Gerry Byrne Minister of Fisheries and Land Resources “The Labrador Hunting and Fishing Association Inc. is encouraged by the proactive amendments to the Wildlife Regulations to permit the use of Crossbows and .17 HMR ammunition for hunting in Newfoundland and Labrador. These new regulations will better align hunting and trapping practices in Newfoundland and Labrador with other Canadian provinces and territories and will be welcomed by outdoor conservationists.” Mr. Tony Chubbs President, Labrador Hunting and Fishing Association Inc. – 30 – Learn more Regulations, Acts and Orders for Hunters/Trappers Hunting and Trapping Guide Follow us on Twitter: @GovNL and @FLR_GovNL Media contacts Craig Renouf Fisheries and Land Resources 709-637-2923, 640-6922 craigrenouf@gov.nl.ca Tony Chubbs Labrador Hunting and Fishing Association Inc. techubbs@cablelab.net BACKGROUNDER  Amendments to Provincial Wildlife Regulations Permitting the use of Crossbows  Amendments to provincial Wildlife regulations now permit hunters to allow the use of crossbows to hunt big game and small game species under a valid licence. Crossbows will now be considered another firearm incorporated for use on the regular big game licenses.  No special permitting will be required, however normal mandatory hunter safety training is required.  Crossbows are not permitted for use during the two-week early bow hunting season at this time. New user guidelines associated hunting with a crossbow, long bow or compound bow will be incorporated into the province’s current Firearms Safety/Hunter Education Program and updated in the online Hunting and Trapping Guide. Persons with disabilities advise that new regulations allowing the use of crossbows for hunting could also be beneficial in cases where upper limb mobility issues create challenges associated with being able to draw and hold a bowstring on a long bow or compound bow. Permitting the use of crossbows is consistent with regulations in other Canadian jurisdictions and is expected to enhance local interest and involvement in hunting as well as provide new opportunities for the outfitting sector to market by being able to promote new big game hunting experiences for Newfoundland and Labrador.  Permitting the use of Smaller Calibre .17 HMR Ammunition  Amendments to provincial Wildlife regulations now permit the use of .17 calibre rim fire HMR ammunition for hunting small game and furbearers. Ammunition manufacturers recommend that .17 caliber rimfire rifle ammunition is a suitable choice for target shooting, small game hunting and for safe and humane dispatch of furbearing animals caught in restraining traps. Permitting type .17 HMR rim fire ammunition for use in Newfoundland and Labrador is recognized as a highly accurate and efficient ammunition type for hunting small game in most other parts of Canada.   2020 07 10 10:30 am  "
100,100,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/health/0710n04/,Government Website,Public Advisory: One New Case of COVID-19 in Newfoundland and Labrador," Today (Friday, July 10), Newfoundland and Labrador has one new confirmed case of COVID-19. This brings the total number of confirmed cases in the province to 262. The one new confirmed case is a male in the Eastern Health region between 50-59 years of age. The new case is travel-related. The individual, who is a resident of the province, had recently returned from the United States. While on route to Newfoundland and Labrador, the individual was not symptomatic nor considered infectious. The individual self-isolated upon return to the province as per public health guidelines. The individual did not travel through the Atlantic Provinces on his return to Newfoundland and Labrador. Contact tracing by public health officials is underway. Everyone considered a close contact will be advised to quarantine. As the individual was not symptomatic during travel to the province and followed the self-isolation protocol upon his return, the risk to the public is low at this time. Two hundred and fifty-eight people have recovered from the virus in Newfoundland and Labrador. To date, 19,970 people have been tested. In Alert Level 2, individuals should continue to practice good infection prevention and control practices. Daily preventative actions can help to prevent the spread of COVID-19. These actions include:  Stay informed, be prepared, and follow public health advice; Wash your hands frequently with warm water and soap for at least 20 seconds; Use an alcohol based hand sanitizer in the absence of soap and water; Do not touch your face; Practice proper cough and sneeze etiquette; Maintain physical distancing; Wear a non-medical mask or face covering when you are in public and unable to maintain physical distancing; Increase cleanliness and ventilation of public spaces and worksites; and, Stay home if you are sick and avoid contact with others.  For the most up-to-date information related to COVID-19, please visit www.gov.nl.ca/covid-19. – 30 –  Media contact  Kathy Dicks-Peyton Health and Community Services 709-729-6986, 699-1982 kathydickspeyton@gov.nl.ca  2020 07 10 2:00 pm  "
101,101,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/nr/0710n05/,Government Website,Provincial and Federal Governments Invest in Newfoundland and Labrador’s Electric Vehicle Network," Today, the Honourable Siobhan Coady, Minister of Natural Resources joined the Honourable Seamus O’Regan, Canada’s Minister of Natural Resources and Jennifer Williams, President of Newfoundland and Labrador Hydro to announce funding for the province’s first electric vehicle fast-charging network. Through Budget 2019, the Government of Newfoundland and Labrador provided $1 million and the Government of Canada today announced $770,000 that will purchase and install 28 electric vehicle chargers across the province to support the transition to a clean energy future. Currently, there is limited charging station infrastructure available for public use in Newfoundland and Labrador, particularly outside the St. John’s area, to enable electric vehicles to travel long distances. This funding will help Newfoundland and Labrador Hydro to build a fast-charging electric vehicle network along the Trans-Canada Highway, connecting St. John’s to Port aux Basques, including one location in Gros Morne National Park. Fourteen sites will contain both a fast charger and a Level 2 charger. Construction of the first site is scheduled to start in September. Investments in electric vehicle charging infrastructure will facilitate increased demand for electric vehicles in the province, contributing to electrification efforts. Additionally, it will help to reduce greenhouse gas emissions from the transportation sector, provide rate mitigation benefits, and provide operational savings for electric vehicle owners. These investments build on commitments from both the federal and provincial governments to achieve net-zero emissions by 2050. This initiative also builds on the commitment from The Way Forward on Climate Change to develop a comprehensive long-term strategy to increase electric vehicle penetration in consultation with the electric utilities, municipalities and industry. Visit Newfoundland and Labrador Hydro’s Electric Vehicle Charging Network webpage for more information. Quotes “Electrification of Newfoundland and Labrador’s economy is a key energy priority given that 98 per cent of the province’s electricity will come from renewable energy by 2021. The development of the province`s first electric vehicle fast-charging network will enable electric vehicle owners to travel long distances and will remove one of the largest barriers to domestic electric vehicle ownership.” Honourable Siobhan Coady Minister of Natural Resources “One of our commitments in the Climate Change Action Plan is to develop a long-term strategy to increase use of electric vehicles in our province to help reduce greenhouse gas emissions. With this fast-charging electric vehicle network, electric vehicle owners can now have increased confidence that when exploring our province or traveling across the Trans Canada Highway, they will have access to charging stations.” Honourable Derrick Bragg Minister of Municipal Affairs and Environment “Zero emissions vehicles are part of Canada’s net-zero future. Our government is working to give people in our Province greener options to get where they need to go.” The Honourable Seamus O’Regan Canada’s Minister of Natural Resources “Hydro is focused on meeting customer needs today, while also planning ahead for future electricity needs in Newfoundland and Labrador. As the electric vehicle market continues to expand, we have listened to customers and we’re excited to advance this initiative now, supporting a greener future for our province, and providing clean, renewable, road-trip-ready energy for years to come.” Jennifer Williams President, Newfoundland and Labrador Hydro  Learn more The Way Forward on Climate Change in Newfoundland and Labrador Newfoundland and Labrador Hydro Natural Resources Canada Follow us on Twitter: @GovNL, @NR_GovNL  and @MAE_GovNL Media contact Lisa Lawlor Natural Resources 709-729-5777, 631-8155 lisalawlor@gov.nl.ca Lynn Robinson Municipal Affairs and Environment 709-729-5449, 691-9466 lynnrobinson@gov.nl.ca Erin Squires Newfoundland and Labrador Hydro 709-737-1311 erinsquires@nlh.nl.ca Natural Resources Canada Media Relations 343-292-6100 nrcan.media.rncan@canada.ca Ian Cameron Press Secretary Office of the Minister of Natural Resources 613-447-3488 Ian.Cameron@canada.ca  2020 07 10 2:20 pm  "
102,102,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0710n06/,Government Website,Public Advisory: Bridge Replacement Scheduled for Star Lake Forest Access Road Near Buchans," The replacement of a bridge on the Star Lake forest access road, near the community of Buchans, is scheduled to begin Monday, July 13 and continue until July 18. The bridge is located approximately 20 kilometers from the intersection with the Buchan’s Highway. Users of the Star Lake forest access road in the area can expect delays of several hours during this period. Individuals seeking additional information can contact the Department of Fisheries and Land Resources in Corner Brook at 709-637-2349. – 30 – Media contact Craig Renouf Fisheries and Land Resources 709-637-2923, 640-6922 craigrenouf@gov.nl.ca  2020 07 10 2:50 pm  "
103,103,2020-07-10,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/aesl/0710n07/,Government Website,Provincial Government Proclaims Srebrenica Remembrance Day," The Honourable Christopher Mitchelmore, Minister of Advanced Education, Skills and Labour, today proclaimed July 11 Srebrenica Remembrance Day. In July 1995, the spa town of Srebrenica, Bosnia and Herzegovina, was the scene of the worst mass murder in Europe since the Holocaust. More than 8,000 Bosniak civilians were murdered and thousands more expelled from the area. The International Criminal Tribunal for the Former Yugoslavia and the International Court of Justice have ruled the massacre perpetrated by Bosnian Serb forces constituted genocide. Newfoundland and Labrador joins jurisdictions throughout Canada and countries around the world in acknowledging and commemorating the 25th anniversary of the Srebrenica genocide. The full text of the proclamation is provided in the backgrounder below. Quote “We all have a responsibility to condemn genocide because it is a horrific crime against all humanity. I encourage all Newfoundlanders and Labradorians to join people across the country and around the world who are commemorating the victims and supporting the survivors of the Srebrenica genocide on July 11.” Honourable Christopher Mitchelmore Minister of Advanced Education, Skills and Labour – 30 –  Learn more Follow us on Twitter: @GovNL and @AESL_GovNL Media contact Ryan Crocker Advanced Education, Skills and Labour 709-729-1795, 725-9595 ryancrocker@gov.nl.ca BACKGROUNDER  Proclamation for Srebrenica Remembrance Day WHEREAS, In 1995, more than 8,000 Bosnian Muslims were murdered in Srebrenica by the army, paramilitaries and police forces of the Republic of Srpska. The International Criminal Tribunal for the former Yugoslavia and the International Court of Justice have ruled that this massacre was an act of genocide and is highlighted at the Canadian Museum of Human Rights; WHEREAS, In 2010, the Canadian House of Commons unanimously passed motion M-416, which recognized the genocide and established Srebrenica Genocide Remembrance Day in Canada; WHEREAS, In 2015, the House of Commons unanimously passed a historic motion to recognize the month of April as Genocide Remembrance, Condemnation and Prevention Month and named the ones recognized by Canada’s House of Commons, including the Srebrenica Genocide; WHEREAS, In 2019, Members of the Canadian Parliament tabled Petition e-1837, calling upon the Canadian government to enact legislation that would prohibit Srebrenica Genocide denial in Canada; THEREFORE, BE IT RESOLVED, that I, Christopher Mitchelmore, Minister of Advanced Education, Skills and Labour on behalf of the Government of Newfoundland and Labrador, recognize July 11, 2020, as a day for commemorating the 25th anniversary of Srebrenica genocide and call on all residents to join survivors of the Srebrenica genocide in Canada in remembering and reflecting on this terrible tragedy and to condemn this act of violence in the strongest possible terms.  2020 07 10 3:10 pm  "
104,104,2020-07-09,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/flr/0709n01/,Government Website,Special Permit Allows Farmers to Shoot Problem Moose after Sunset," Changes to provincial wildlife regulations now provide farmers with more options to address the problem of moose causing crop damage on farms at night.  This includes a special permit allowing farmers to shoot problem moose at night. Farmers can obtain additional information about how to obtain a special permit by contacting their area Agriculture Development Officer. The regulations were amended after extensive review and consideration of feedback received during in-person and online public consultations hosted earlier this year by the Department of Fisheries and Land Resources. The consultations provided farmers and the public throughout the province an opportunity to offer input into the policy review process. Department officials have also held discussions with farmers who outlined their support for implementing the amendments. The amendments also take into account considerations for public safety. The Department of Fisheries and Land Resources have worked with farmers to develop permit conditions that include:  Prioritization of non-lethal crop protection methods whenever possible; Farm specific Agricultural Depredation Plans that identify when and where lethal removal can occur; Limitations on firearm types such as high velocity and long-range firearms; and A requirement for all designated shooters on farms to have completed a hunter and safety education program and be eligible to hold a big game licence.  Quotes “The amendments announced today demonstrate how government is listening and is responding to the needs of farmers. I, along with department officials, welcomed the opportunity to engage directly with farmers to achieve a solution that provides more options to mitigate crop damage occurring at night while always keeping public safety top of mind.” Honourable Gerry Byrne Minister of Fisheries and Land Resources “The amendments made today will ensure that farmers will have a means to protect their crops against moose damage when all other non-lethal crop protection methods have failed.  Loss of crops due to moose damage can be very costly to farmers and seriously jeopardize our goal to improve food security. The Horticultural Producers Council would like to thank Fisheries and Land Resources for the work that went into this process and for giving the farmers the ability to protect their crops.” Mr. Melvin Rideout NL Horticultural Producers Council – 30 – Follow us on Twitter: @GovNL and @FLR_GovNL Media contacts Craig Renouf Fisheries and Land Resources 709-637-2923, 640-6922 craigrenouf@gov.nl.ca Melvin Rideout NL Horticulture Producers Council 709-636-1258 melvinrideout@gmail.com  2020 07 09 10:30 am  "
105,105,2020-07-09,Canada,Newfoundland and Labrador,,https://www.gov.nl.ca/releases/2020/exec/0709n02/,Government Website,Premier Ball Announces Pandemic Relief Grant for Households in Isolated Labrador Communities," The Honourable Dwight Ball, Premier of Newfoundland and Labrador, released details today on a Pandemic Relief Grant that will benefit households in isolated Labrador communities impacted by the COVID-19 pandemic. A grant in the amount of $250 will be issued to 1,213 households in nine communities: Nain, Hopedale, Natuashish, Makkovik, Postville, Rigolet, Mud Lake, Black Tickle and Norman Bay. One-time funding in the amount of $331,000 is being provided by the Government of Newfoundland and Labrador and administered by the Labrador Affairs Secretariat. The five Inuit Community Governments, the Mushuau Innu First Nation, the Local Service District of Black Tickle, the Mud Lake Improvement Committee, and the Norman Bay Recreation Committee have compiled lists of eligible households in their respective communities and each of them will be responsible for issuing the Pandemic Relief Grants. More information on the grants can be found in the backgrounder below. The Provincial Government has worked closely with various entities to prevent the introduction of COVID-19 into the isolated communities of Labrador. These communities are particularly vulnerable to the impacts of the COVID-19 virus, and more severely affected by measures to contain the virus. Quote “We have spent considerable time working to protect the well-being of residents during the COVID-19 pandemic. The work we have done, and continue to do, is to help ease the burden of this unprecedented time. We have been acutely aware that residents in Labrador’s isolated communities have been more severely impacted by the measures taken to contain COVID-19. The Pandemic Relief Grant helps to alleviate those impacts on households in Labrador’s isolated communities.” Honourable Dwight Ball Premier of Newfoundland and Labrador – 30 – Media contact Jeremy Reynolds Office of the Premier 709-729-3558 jeremyreynolds@gov.nl.ca BACKGROUNDER  Information on Pandemic Relief Grants for Isolated Labrador Communities  The Provincial Government has signed contracts with the five Inuit community Governments of Nunatisiavut, the Mushuau Innu First Nation, the Local Service District of Black Tickle, and community organizations in Mud Lake and Norman Bay to disburse the one-time $250 per Household Pandemic Relief Grant in these isolated Labrador communities. Households have been identified by these governments and organizations. These governments and organizations have agreed to distribute the Pandemic Relief Grant to the households which they have identified. For the purpose of the Pandemic Relief Grant, a household includes all  occupants of the dwelling as one unit. All units must be active with permanent residents to qualify. Multiple families occupying one dwelling are entitled to receive $250 for the unit. Householders will be required to sign household identification and privacy consent documents and confirm receipt of the Pandemic Relief Grant. Householders who have questions about the financial support should direct them to the appropriate above noted government or organization.  2020 07 09 12:00 pm  "
