,start_date,country,region,subregion,source_url,source_category,source_title,source_full_text
50,2020-08-18,Canada,Yukon,,https://yukon.ca/en/news/new-eprocurement-system-launches-yukon,Government Website,New eProcurement system launches in Yukon,"           Published 18/08/2020         A new eProcurement system that will make government procurement easier, faster and more reliable for businesses is now live. The Government of Yukon has replaced the current Tender Management System (TMS) with a new, more efficient platform called bids&tenders. The online system has features that will streamline procurement, including: electronic bidding that includes supplier registration, tender notifications and electronic submissions for suppliers; contract management that meets the standards of our financial systems; spend analytics for reporting and planning, leading to more strategic procurement and greater transparency; and vendor performance review program management that includes evaluation and tracking of contract performance. An online submission system will reduce the need for paper bids, flag compliance errors for bidders and improve spending analysis across government. Businesses interested in bidding on contracts with the Government of Yukon are encouraged to sign up for an account on bids&tenders. Online training is available to assist with creating an account or submitting a bid in the new system.            We are excited to launch this new eProcurement system to provide a faster and more accessible, reliable and transparent tendering system for businesses. Moving to online bids will save businesses time and money while maximizing the economic benefit for Yukoners. This is part of our enduring commitment to support the economy and drive competition and innovation in the Yukon.      Minister of Highway and Public Works Richard Mostyn            Quick facts       Businesses can learn how to use the new system through online training sessions found here.  To bid on upcoming contracts, individuals and businesses will be required to create an account on bids&tenders even if they send in a paper based submission.  As the new eProcurement system is phased in, paper-based procurement will be phased out. After January 1, 2021, paper based submissions will no longer be accepted and hard copies of tender documents will no longer be distributed for tenders posted.          Contact   Janine Workman 	Cabinet Communications 	867-393-7449janine.workman@gov.yk.ca Krysten Johnson 	Communications, Highways and Public Works 	867-332-4272 krysten.johnson@gov.yk.ca     News release #:   20-231    Related information:   New eProcurement system to reduce red tape Government of Yukon overhauls procurement        "
51,2020-08-14,Canada,Yukon,,https://yukon.ca/en/news/reconstruction-hamilton-boulevard-extension-begins,Government Website,Reconstruction of Hamilton Boulevard extension begins,"           Published 14/08/2020         Long-awaited repairs to an approximately 500-metre section of the Hamilton Boulevard extension will begin on August 18 and take approximately four weeks to complete. Ice-rich permafrost under this section of the Hamilton Boulevard extension has been monitored for a number of years. Repairs can be made now that the permafrost has thawed.   Cobalt Construction Inc. of Whitehorse was awarded the contract for the work, which includes reconstruction of the subsurface and surface of the road, as well as installation of new guardrails and replacement of light standards. During that time, drivers can expect detours, traffic control and possible delays while the work is done.            We are pleased that we can now make repairs to this section of Hamilton Boulevard to provide a safer and smoother ride for road users. We thank residents for their patience over the past few years. This is one of several projects underway in Whitehorse and throughout the territory to improve road safety. As this work proceeds, travellers are reminded to drive carefully, pay attention to signs and flagging crews, slow down around construction zones, and give heavy duty equipment adequate space.      Minister of Highways and Public Works Richard Mostyn            For a number of years, this high-traffic area has been an issue for motorists. I would like to acknowledge the efforts made by Minister Richard Mostyn for these much-needed improvements over the years. We are thankful for these repairs and for the Government of Yukon’s respectful engagement during this lengthy process. Thank you for your patience while the contractor undertakes this work.      Mayor of City of Whitehorse Dan Curtis            Quick facts       South Hamilton Boulevard in Whitehorse is the alternate connector road that connects Copper Ridge, Ingram and Lobird Trailer Park to the south Alaska Highway.  The condition of permafrost along the Hamilton Boulevard stretch has been monitored since 2013. A geotechnical study of the road recommended that the affected area be surfaced with gravel only to allow the ice to melt completely. An assessment of annual surveys of road elevations showed that in 2019, the settlement of the road had slowed considerably. It indicated that permafrost had thawed from beneath the road embankment to the point where reconstruction is now possible.            Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Bonnie Venton Ross 	Communications, Community Services 	867-332-5513bonnie.ventonross@gov.yk.ca Myles Dolphin 	Manager, Strategic Communications 	City of Whitehorse 	867-689-0515myles.dolphin@whitehorse.ca     News release #:   20-230    Related information:   City of Whitehorse construction notice         "
52,2020-08-14,Canada,Yukon,,https://yukon.ca/en/news/incorrect-information-about-yukon-community-program-youtube,Government Website,Incorrect information about the Yukon Community Program on YouTube,"           Published 14/08/2020        Please note that the contact information has been updated. The territory has seen a recent increase in immigration enquiries as a result of videos hosted on YouTube. The Government of Yukon is aware that many of these videos contain incorrect or misleading program information and is working to address the matter directly with YouTube. The Department of Economic Development is also liaising with the Whitehorse Chamber of Commerce to monitor potential negative impacts. The Yukon Community Program is helping Yukon businesses to meet their labour needs when they cannot attract Canadian workers. These efforts support Yukon’s economic development and allow more flexibility for nominees hired as critical impact workers or skilled workers by Yukon employers. Whitehorse, Watson Lake, Dawson City, Haines Junction, Carmacks and Carcross are participating in the program, which was launched in January this year. Only Yukon business owners and employers can apply to the Yukon Community Program.      Quick facts       Yukon Community Program is a new stream under the Yukon Nominee Program and allows for up to 50 individual applications per year from Yukon businesses.  Only Yukon business owners and employers can apply to the Yukon Community Program.  Employers can either create a single position with up to three occupations that together equal one full-time position or up to three employers in a single community can create one full-time position for one person.  Workers who are nominated under the program must meet the following minimum requirements: 	  have a guaranteed job offer in Yukon that meets the economic and other criteria for nomination; have a valid work permit or student visa, if in Canada at the time of the application; provide proof of qualifying work experience; meet the language requirements for the skill level of the position; and intend to live in Yukon and apply to the Government of Canada for permanent residence within three to six months of starting work.          Contact   Jason Seaton 	Communications, Economic Development 	867-667-5907yukon.nominee@gov.yk.ca     News release #:   20-229    Related information:   Apply to hire a foreign worker through the Yukon Community Program Immigration        "
53,2020-08-14,Canada,Yukon,,https://yukon.ca/en/news/yukons-next-100-years-aviation-about-take-flight,Government Website,Yukon’s next 100 years of aviation is about to take flight,"           Published 14/08/2020         The Government of Yukon is releasing a What We Heard document that will inform Flight Path, a 10-year investment strategy for aviation in Yukon. Earlier this year stakeholders, governments, aviation experts and more than 500 survey respondents shared their ideas, priorities and concerns on the future of aviation in the territory during a series of public and stakeholder engagement sessions. As Yukon prepares to celebrate 100 years of aviation in Yukon, this feedback will guide future investment in Yukon’s aviation system over the next 10 years.            A hundred years ago, few could have imagined how air travel would transform the Yukon. Aviation is critical to our modern northern lifestyle, keeping our communities connected and helping grow our economy. Our government is making historic investments in Yukon’s aviation infrastructure to support a strong future for northern airways. The Flight Path strategy will ensure our investments meet the needs of Yukon’s aviation community for the next decade.      Minister of Highways and Public Works Richard Mostyn            Quick facts       On August 16, 1920, the Black Wolf Squadron touched down on the same ground Erik Nielsen International Airport occupies today.  The public engagement period for Flight Path was 90 days and included an online survey and nine community meetings throughout the territory.  Flight Path, an investment strategy being developed by Stantec Consulting Ltd., will be a living and breathing framework to help guide investments in Yukon’s aviation system over the next 10 years.          Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Krysten Johnson 	Communications, Highways and Public Works 	867-332-4272krysten.johnson@gov.yk.ca     News release #:   20-228    Related information:   Flight Path: Aviation System Investment Strategy Yukon Transportation Museum Celebrations 100 Years of Aviation in Yukon        "
54,2020-08-14,Canada,Yukon,,https://yukon.ca/en/news/incorrect-information-about-yukon-community-program-youtube,Government Website,Incorrect information about the Yukon Community Program on YouTube,"           Published 14/08/2020        The territory has seen a recent increase in immigration enquiries as a result of videos hosted on YouTube. The Government of Yukon is aware that many of these videos contain incorrect or misleading program information and is working to address the matter directly with YouTube. The Department of Economic Development is also liaising with the Whitehorse Chamber of Commerce to monitor potential negative impacts. The Yukon Community Program is helping Yukon businesses to meet their labour needs when they cannot attract Canadian workers. These efforts support Yukon’s economic development and allow more flexibility for nominees hired as critical impact workers or skilled workers by Yukon employers. Whitehorse, Watson Lake, Dawson City, Haines Junction, Carmacks and Carcross are participating in the program, which was launched in January this year. Only Yukon business owners and employers can apply to the Yukon Community Program.      Quick facts       Yukon Community Program is a new stream under the Yukon Nominee Program and allows for up to 50 individual applications per year from Yukon businesses.  Only Yukon business owners and employers can apply to the Yukon Community Program.  Employers can either create a single position with up to three occupations that together equal one full-time position or up to three employers in a single community can create one full-time position for one person.  Workers who are nominated under the program must meet the following minimum requirements: 	  have a guaranteed job offer in Yukon that meets the economic and other criteria for nomination; have a valid work permit or student visa, if in Canada at the time of the application; provide proof of qualifying work experience; meet the language requirements for the skill level of the position; and intend to live in Yukon and apply to the Government of Canada for permanent residence within three to six months of starting work.          Contact   Jason Seaton 	Communications, Economic Development 	867-667-5907jason.seaton@gov.yk.ca     News release #:   20-229    Related information:   Apply to hire a foreign worker through the Yukon Community Program Immigration        "
55,2020-08-13,Canada,Yukon,,https://yukon.ca/en/news/tao-tel-aide-continue-providing-french-speaking-help-line-services,Government Website,TAO Tel-Aide to continue providing French-speaking help line services,"           Published 13/08/2020         The Government of Yukon has renewed an agreement with TAO Tel-Aide to provide French-speaking help line services in Yukon for another three years. Since 2017, Yukon Francophones have had access to a confidential telephone service where they can receive emotional support in French. The help line is based out of south-western Quebec and operates 24 hours a day, seven days a week, 365 days a year. The 1-800-567-9699 line is free and confidential. Experienced volunteers, supported by a team of professionals, are there to listen.  This three-year agreement extension with TAO Tel-Aide will continue to offer assistance to French-speaking Yukoners that are experiencing psychological distress or in need of emotional support.            TAO Tel-Aide has proven to be a positive tool in providing mental health supports to French speakers across Yukon. When in crisis, it’s never easy to express your feelings, especially if you have to do it in a second language. I know that we are all under a lot of stress due to the pandemic and sometimes talking to someone is just what we need.      Minister of Health and Social Services Pauline Frost            French-speaking Yukoners can continue to access a telephone helpline in their own language 24 hours per day, every day thanks to a successful partnership between the Francophone community and our government. It is important that all Yukoners have access to supports during these challenging times.      Minister responsible for the French Language Services Directorate John Streicker            It is with enthusiasm that the TAO Tel-Aide team and I welcome the news of a three-year extension of our agreement with the Government of Yukon. TAO Tel-Aide is pleased to offer quality listening services in French that are helping reduce the isolation and psychological distress among Francophones living in a minority situation.      TAO Tel-Aide Executive Director Monique Chartrand            We are very pleased and reassured that this agreement is renewed. We want to thank the Government of Yukon for their ongoing commitment on this issue. It is critical that our community has access to this type of service in French at all times, more importantly during this health crisis.      President of the Association franco-yukonnaise (AFY) Jeanne Beaudoin            More than ever, we understand the link between mental health and our general wellbeing. To be able to be supported, and able to access resources and referral in your own language through a warm line such as TAO Tel-Aide is essential during these trying time.      Director of Partenariat communauté en santé (PCS) Sandra St Laurent            Quick facts       The new contract with (TAO) Tel-Aide is valued at $79,570 and will end on March 31, 2023. It is being funded by the French Language Services Directorate.  The Government of Canada has been providing funding to the Government of Yukon under contribution agreements to develop, enhance and implement French-language services in the territory since 1988.  (TAO) Tel-Aide provides similar services to Alberta and Ontario as well as Quebec. It is a non-profit organization founded in 1974 and supported by more than 55 trained volunteers.  (TAO) Tel-Aide volunteers are trained to respond to people of all ages, religion, ethnicity, sexual orientation and physical condition. People can talk to them about their mental health, loneliness, grief, stressful situations, and negative thoughts or simply talk and be listened to.           Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Julie Ménard 	Communications, Health and Social Services 	867-667-8478julie.menard@gov.yk.ca     News release #:   20-227        "
56,2020-08-13,Canada,Yukon,,https://yukon.ca/en/news/government-yukon-endorses-putting-people-first,Government Website,Government of Yukon endorses Putting People First,"           Published 13/08/2020        The Government of Yukon is moving forward with the direction proposed in Putting People First, the final report of the comprehensive review of health and social services. Putting People First provides a roadmap to transform Yukon’s health and social services system into a more integrated, collaborative and person-centred system that will better meet the needs of Yukoners. The report’s recommendations will make services more effective, provide better value for money and improve outcomes and experiences for clients, patients, families and health and social service providers. Putting People First contains 76 recommendations that vary in terms of scope and timing. Work is already underway on a number of initiatives in key priority areas, including universal, affordable early learning and childcare; enhancements to the medical travel program; enhanced cultural safety training for health and social service providers; improved access to vaccines for at risk and vulnerable Yukoners; and specific initiatives to support Yukoners to age in place. The Government of Yukon is committed to working with health and social service partners across the territory as these changes move forward. There will also be more opportunities for involvement and input from Yukoners.            We are very excited to move Yukon toward a more holistic and people-centred health and social services system. We know there is room for our current system to improve, and we have heard clearly from Yukoners that they want to see change. Across the territory, we have very dedicated health and social service providers who do great work. Improving our system will further support them to deliver top quality programs and services to Yukoners. We are committed to working with our partners to ensure Yukoners have a better and more sustainable system for years to come.      Minister of Health and Social Services Pauline Frost            Quick facts       Putting People First is the final report of Yukon’s comprehensive review of health and social programs and services. It was prepared by the five-member independent expert panel and submitted to the Government of Yukon on April 30, 2020.          Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Clarissa Wall 	Communications, Health and Social Services 	867-667-3010clarissa.wall@gov.yk.ca     News release #:   20-226    Related information:   Putting People First        "
57,2020-08-12,Canada,Yukon,,https://yukon.ca/en/news/august-12-2020-covid-19-update,Government Website,"August 12, 2020: COVID-19 update","           Published 12/08/2020        The Government of Yukon has the following updates on measures being taken in response to the COVID-19 pandemic. COVID-19 case count As of today, August 12, at 2 p.m. the COVID-19 case count is 15. Yukon currently has 13 recovered cases and 2,062 people have been tested. Masks in schools Yukon’s Chief Medical Officer of Health is recommending to the Department of Education that children age 10 and older wear non-medical masks where physical distancing cannot be maintained, such as on school buses. Children under 10 can use masks in these settings but it is not specifically recommended. The Department of Education will ensure all schools have access to masks for situations where they are needed or recommended by the Chief Medical Officer of Health. Schools will decide where masks should be worn within each school. The Chief Medical Officer of Health has recommended that they are not required in classrooms where students are well-spaced. Community Wellbeing Survey closes September 6 The Community Wellbeing Survey has received more than 2,300 responses and will remain open through September 6. The purpose of the survey is to help inform quality of life improvements by better understanding public perceptions of wellbeing in Yukon communities and the impacts of coronavirus public health measures to date. The survey is available online at Yukon.ca/community-wellbeing-survey and paper copies can be requested by emailing ybsoperations@gov.yk.ca. Completed paper copy surveys can be returned directly to the Yukon Bureau of Statistics on Main Street in Whitehorse (third floor of the Hougen Centre) or at the Main Administration Building inquiry desk on Second Avenue in Whitehorse (the Yukon Legislative Assembly building). Stay home if sick While it has been one of the Safe 6 throughout the duration of the pandemic, staying home when sick has never been more important. Anyone who is feeling unwell should not go to school or work. If you do not feel well, check your symptoms against the COVID-19 list of symptoms, complete the online assessment and get tested if it is recommended. Enforcement statistics Since April 29, 33,285 travellers have entered or passed through Yukon. Of those, 6,179 were Yukoners, 4,129 were from British Columbia and 14,886 were non-residents transiting through the territory. To date, Yukon has issued 149 visitor decals for non-residents. The Government of Yukon Emergency Coordination Centre has received 568 complaints since April 29. Six individuals have been charged for violating the Civil Emergency Measures Act.     Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Ben Horowitz 	Communications, Executive Council Office 	867-667-5270ben.horowitz@gov.yk.ca Pat Living 	Communications, Health and Social Services 	867-335-1531patricia.living@gov.yk.ca     News release #:   20-225    Related information:   COVID-19 information Economy and work supports: COVID-19        "
58,2020-08-12,Canada,Yukon,,https://yukon.ca/en/news/update-school-operational-plans-and-school-busing-2020-21,Government Website,Update on school operational plans and school busing for 2020–21 ,"           Published 12/08/2020        School operational plans and school busing information, including bus routes and schedules, for 2020–21 are being shared this week. School operational plans Each school in Yukon is required to have an operational plan that outlines how the school will meet the health and safety guidelines for Kindergarten to Grade 12 school settings set by Yukon’s Chief Medical Officer of Health. Central administration staff and school principals have been working with public health officials, school councils and Yukon First Nations in each school community to finalize operational plans and adapt school routines for the 2020–21 school year so that students and staff can safely return to classes.   School operational plans are being reviewed, finalized and distributed through each school as they come in to keep students, parents and school staff updated on specific measures in place at their school. School operational plans are being shared on school websites. School busing To meet the health and safety guidelines for school bus operations set by Yukon’s Chief Medical Officer of Health, school bus services are being adapted for 2020–21, including fewer students on each school bus. Students are being prioritized for the school bus this year based on their eligibility as outlined in the Education Act and Student Transportation Regulations. Students are eligible for the school bus if they live more than 3.2 kilometres from their school and are attending the school in their attendance area. School bus routes for elementary students in Whitehorse are now available on Yukon.ca. The bus routes for high school students are still being finalized, including for students in Grades 10 to 12 rotating between classes in school and learning away from school. Routes will be posted and updated by the end of the week and as they become available.    All students who are eligible to ride the school bus will be able to do so. The Government of Yukon is working with its bus service provider to add additional school buses for the 2020–21 school year to accommodate as many students as safely possible. The Government of Yukon will also consider requests from students beyond the usual eligibility requirements for bus travel, based on available space on buses in the following order of priority: Kindergarten to Grade 3 students; Grade 4 to 7 students who live within 3.2 kilometres of their attendance area school; students who attend school outside of their attendance area; and special requests, including busing to stops other than from home to school and back. Families are being directly notified if they can be accommodated on the school bus at the start of the school year. As the school year starts, we will be monitoring our bus services and identifying where we can make adjustments to ensure we continue to accommodate as many students as possible and families will be updated as spacing becomes available. The Chief Medical Officer of Health and the Department of Education continue to encourage families to transport students between home and school this year if possible by arranging for students to walk, cycle, drive or carpool. This will allow more space on the bus for students who do not have another way of getting to school. High school students are encouraged to register for a City of Whitehorse transit pass and ride City transit instead of the school bus if possible, to help accommodate students who cannot take city transit on the school bus. City transit passes also provide flexibility for students who will have different schedules than normal this school year. The Department of Education will continue to provide city bus passes to students who request them. Families that have alternative transportation to school are asked to de-register for the school bus by contacting the Student Transportation Officer at student.transportation@gov.yk.ca.             We are excited to welcome students and staff safely back into the classroom, where students are face-to-face with their teachers and learning alongside their friends. Everyone will have new health and safety routines to learn in the first few weeks and we will continue to adapt to meet the needs of students over the course of the school year. Thank you to principals, educators, staff, public health officers, school councils, Yukon First Nations and our education partners for all their efforts and work over the summer to bring students safely back to school.      Minister of Education Tracy-Anne McPhee            In COVID times more than ever, it takes a community to raise and to educate a child. My thanks go to all who have devoted hundreds of hours into the researching and writing of health and safety guidelines, the busing plans and the operational plans to enable kids to be back into schools. We all know how important for our children return to school, and for teachers and staff to feel informed, safe and supported. That would not be possible without the people behind the scenes.      Chief Medical Officer of Health, Dr. Brendan Hanley             Quick facts       August 20 is the first day of school for Whitehorse students. Rural schools start on different dates between August 19 and September 1.  Rural school students in Kindergarten to Grade 12 and Whitehorse students in Kindergarten to Grade 9 will return to full time face-to-face classes five days a week. Whitehorse students in Grades 10 to 12 will attend face-to-face classes for half the school day five days a week and learn away from school for the other half of the school day.  School operations over the course of the pandemic are guided by the health and safety guidelines for Kindergarten to Grade 12 school settings. Student learning over the course of the pandemic is being guided by the Yukon Learning Continuity Requirements, including building skills through blended learning.  The COVID-19 student learning survey results were published on August 7 and are guiding staff as they continue to plan and adapt learning and ongoing instruction for students into the 2020–21 school year.  To support assigned seating, students will be provided a school bus pass on the first day of school that will include their school bus number. Students will be required to show their school bus pass when they get on the school bus.  Requests to ride the school bus to a location other than home or school are considered based on the Student Transportation Ridership Guidelines, including if there is enough space on the school bus and if there are available bus routes. These requests will be considered on a case-by-case basis. The priority for busing is students travelling between home and school.          Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Kyle Nightingale 	Communications, Education 	867-336-0653 kyle.nightingale@gov.yk.ca     News release #:   20-224    Related information:   Update on planning for the 2020–21 school year  Find a school Find a school bus schedule COVID-19 student learning survey results        "
59,2020-08-07,Canada,Yukon,,https://yukon.ca/en/news/one-new-case-covid-19-yukon,Government Website,One new case of COVID-19 in Yukon,"           Published 07/08/2020         Yukon’s Chief Medical Officer of Health, Dr. Brendan Hanley today announced the first in-territory case of COVID-19 since April 20, 2020, bringing the territory’s total to 15, including the three Yukon residents diagnosed outside Yukon. The person is a Whitehorse resident who is recovering at home. Yukon Communicable Disease Control (YCDC) has begun contact tracing.  The individual travelled recently to Dawson. All Dawson-related contacts have been identified and are being followed up on. In a follow-up to last week’s advisory, Yukon residents who were in Dawson City, between July 20 and today including residents of Dawson City are advised to self-monitor for any symptoms of COVID-19. Dawson City residents who exhibit even mild symptoms of COVID-19 are asked to get tested at the Dawson Community Hospital or Dawson Health Centre. Whitehorse residents who have travelled to Dawson City since July 20, and who are experiencing any symptoms, should call YCDC directly, identify as having been in Dawson City during this time period and arrange to get tested. In addition, people who may have been at Superstore in Whitehorse between the hours of 8 a.m. to 9 a.m. on August 1 or who attended the Sunday service at Sacred Heart Cathedral at 10:30 a.m. on August 2 should also monitor themselves for symptoms: The symptoms of COVID-19 are:   fever; chills; cough; difficulty breathing; shortness of breath; runny nose; sore throat; loss of sense of taste or smell; headache; fatigue; loss of appetite; nausea and vomiting; diarrhea; and muscle aches.  Anyone who develops any of these symptoms regardless of how mild, should self-isolate immediately and arrange for testing. Testing will be available this weekend (August 8 and 9). For people with symptoms who were at Superstore or Sacred Heart in Whitehorse, call YCDC at 667-5080 to arrange for testing over the weekend. In Dawson City, call Dawson City Hospital at 993-4444 to arrange for testing over the weekend. In other communities, call your community health centre. Please identify as being in one of the above exposure locations. People who were in these locations, but have no symptoms should self-monitor for 14 days after their exposure. If you develop symptoms no matter how mild, people should self-isolate immediately and contact 811, complete the self-assessment tool or contact their health care provider.   For people in Whitehorse with symptoms of COVID-19 who have not been in the above locations at the specified times, call the Respiratory Assessment Centre at 393-3083. It's open 9 a.m. to 5 p.m. Saturday and Sunday, August 8 and 9. In Dawson City, call the Hospital at 993-4444 to arrange for testing.     Contact   Patricia Living 	Communications, Health and Social Services 	867-335-1531patricia.living@gov.yk.ca     News release #:   20-223        "
60,2020-08-07,Canada,Yukon,,https://yukon.ca/en/news/government-yukon-shares-feedback-student-learning-during-end-2019-20-school-year,Government Website,Government of Yukon shares feedback on student learning during the end of the 2019–20 school year ,"           Published 07/08/2020        Yukon students, families and school staff were recently asked to share their experiences and perspectives with learning during the end of the 2019–20 school year. A summary of survey results is now available on engageyukon.ca.    The Government of Yukon asked students, families and school staff to share what worked well and what didn’t while face-to-face classes were suspended. The feedback from the survey will help identify which activities and supports were effective while students learned away from school and will support staff in planning learning opportunities and ongoing instruction for students for the 2020–21 school year. Follow up surveys will also be conducted during the 2020–21 school year to check in on the effectiveness of learning activities and supports and to adapt learning opportunities as needed.            Thank you to the many students, families and school staff who took the time to share their thoughts with us about their experiences learning during the end of the 2019–20 school year. Hearing the perspectives of students, families and school staff will help to ensure we are meeting the needs of students and supporting educators as we adapt learning during the course of the pandemic.      Minister of Education Tracy-Anne McPhee            Quick facts       The survey was sent directly to students, families and school staff on July 15 and was available to complete online or by phone until July 22.  The survey was completed by 2,383 respondents, with participation from 1,944 parents, 231 students and 208 school staff.  Survey participants were asked about: effectiveness of activities, supports and practices for learning; effectiveness of communication between home and school; access to technology and internet to support learning; information and resources for school staff; and suggestions for improvement.  The survey questions were developed with input invited from Yukon First Nations, school councils, the Association of Yukon School Councils, Boards and Committees, the Catholic Education Association of Yukon, the Commission scolaire francophone du Yukon and the Yukon Teachers’ Association.  The feedback from this survey and follow up surveys will be used in planning for the 2020–21 school year and on an ongoing basis throughout the school year to adapt learning activities and supports as needed.  Dates for the follow up surveys will be determined during the 2020–21 school year.          Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Kyle Nightingale 	Communications, Education 	867-336-0653 kyle.nightingale@gov.yk.ca     News release #:   20-222    Related information:   EngageYukon: COVID-19 student learning survey reports  Update on planning for the 2020–21 school year  Yukon learning continuity requirements        "
61,2020-08-07,Canada,Yukon,,https://yukon.ca/en/news/new-baggage-handling-system-coming-whitehorse-airport,Government Website,New baggage handling system coming to Whitehorse airport,"           Published 07/08/2020         New baggage handling equipment is coming to the Erik Nielsen Whitehorse International Airport. The Government of Yukon is working with the Canadian Air Transport Security Authority to install a new system that will make it safer and faster to manage and screen baggage. Construction on the new system will begin this week and a temporary baggage screening system will be in place by September. The temporary system will require passengers to carry their baggage through the terminal a short distance to a separate baggage drop after check-in. Additional support will be available for any individuals requiring assistance. While the new system is being installed, passengers are advised to arrive at the airport earlier than normal before a flight to accommodate for changes in baggage screening processes. The new baggage handling system and associated equipment is expected to be installed by March 2021.            Our government continues to invest in modernizing Yukon’s aviation infrastructure. These upgrades to the Erik Nielsen Whitehorse International Airport will improve experiences for visitors and travellers. The new luggage carousel will be able to manage higher volumes of baggage more efficiently, making baggage handling faster, safer and more reliable for passengers.      Minister of Highways and Public Works Richard Mostyn           Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Krysten Johnson 	Communications, Highways and Public Works 	867-332-4272 krysten.johnson@gov.yk.ca     News release #:   20-221        "
62,2020-08-07,Canada,Yukon,,https://yukon.ca/en/news/yukon-filmmakers-receive-project-funding,Government Website,Yukon filmmakers receive project funding,"           Published 07/08/2020         Four Yukon filmmakers have received funding for project development through the Yukon Filmmakers Fund. The fund provides support to Yukon film and video professionals to help them develop viable careers and businesses, making films and videos for broadcast or commercial release. The funding recipients for this intake are Teresa Earle, Jack Amos, Alex Robinson and Fritz Mueller. The fund covers a range of projects and includes documentaries, a short film and a virtual reality video.            Now more than ever, it is important to support our film and media industry. It is great to see projects moving forward and Yukoners expanding and developing their skillsets. This funding will help creative professionals pursue their vision and contribute to this industry’s growth in Yukon.      Minister of Economic Development Ranj Pillai            Quick facts       The Yukon Filmmakers Fund provides up to $8,000 in funding per applicant.  There are two intakes per year with June 1 and December 1 deadlines.    Total funding approval is $20,000.          Contact   Stewart Burnett 	Cabinet Communications 	867-332-0480stewart.burnett@gov.yk.ca Shona Mostyn 	Communications, Economic Development 	867-456-3913shona.mostyn@gov.yk.cas       News release #:   20-220        "
63,2020-08-05,Canada,Yukon,,https://yukon.ca/en/news/support-restaurants-extended,Government Website,Support for restaurants extended,"           Published 05/08/2020        Restaurants and other businesses with a liquor licence will continue to receive a discount of 25 per cent off the retail price of liquor until November 1, 2020.   The extension takes into account the continued challenges that businesses face during the pandemic, including financial impacts from closures, reopening costs and reduced tourism. Addditional measures introduced to support Yukon licencees during the pandemic include a 50 per cent refund of this year’s licence fee and the deferral of updates to the wholesale price list until October 1, 2020. The Yukon Liquor Corporation has also worked with the Liquor Board to support off-premise licensees, and extend hours and provide additional flexibility in the space and footprint requirements of restaurants.            Yukon restaurants and other food establishments have had to make swift adjustments to accommodate customer safety and to adapt to the disrupted tourist season. Our government is pleased to extend this discount to Yukon’s restaurant industry and support our local businesses.      Minister responsible for the Yukon Liquor Corporation John Streicker            Contact   Matthew Cameron 	Cabinet Communications 	867-393-7136matthew.cameron@gov.yk.ca Amelie Quirke-Tomlins 	Yukon Liquor Corporation 	867-667-8924amelie.quirke-tomlins@gov.yk.ca     News release #:   20-219    Related information:   Find liquor products and prices        "
