,start_date,source_url,source_title,source_full_text
13,2020-04-13,http://news.ontario.ca/opo/en/2020/04/ontario-secures-critical-medical-equipment-and-supplies.html,Ontario Secures Critical Medical Equipment and Supplies,"
Ontario Secures Critical Medical Equipment and Supplies
Same-Day Deliveries Made to Protect Patients and Frontline Workers from COVID-19

April 13, 2020  1:00 P.M.

Office of the Premier


TORONTO — The Ontario government continues to ensure that patients, frontline health care workers and first responders have the critical equipment and supplies they need to protect themselves during the COVID-19 outbreak. Over the last five days, more than 13 million surgical and procedural masks, 200,000 N95 respirator masks, and 38 ventilators have been delivered to Ontario's pandemic stockpile warehouses.  
""The global competition to secure critical personal protective equipment and medical supplies is fierce, yet our team of procurement specialists continues to locate the masks, gloves and ventilators we need to keep our frontline workers and patients safe,"" said Premier Doug Ford. ""I also want to take this opportunity to thank Premier Jason Kenney and the people of Alberta for making a generous donation of critical medical supplies and equipment in the fight against COVID-19. By standing united in adversity, Team Canada will stop this virus in its tracks."" Ontario is providing same-day deliveries to hospitals, long-term care and retirement homes, and other facilities to support essential workers in all settings and ensuring supplies and equipment are expedited to those most in need. This includes shipments this past weekend of 6.5 million surgical and procedural masks to over 650 providers across the province to protect our frontline workers, patients and residents. ""I am pleased to report that we continue making significant progress in securing the necessary personal protective equipment needed to effectively respond to COVID-19,"" said Christine Elliott, Deputy Premier and Minister of Health. ""Nothing is more important than protecting the health and safety of patients and the workers caring for them, as well as our first responders. We will continue working around the clock to add to the provincial stockpile to ensure that we are equipped to support those fighting this outbreak on the frontlines."" Ontario has been procuring vital supplies and personal protective equipment through its traditional suppliers and donations, as well as working in collaboration with the federal government, other provinces, and Ontario's manufacturers. On Saturday, Alberta committed to send Ontario 250,000 N95 masks, 2.5 million surgical masks, 15 million surgical gloves, 87,000 safety goggles, and 50 ventilators.  While Ontario is making progress in procuring critical supplies and equipment, the global supply chain remains constrained. Conservation of supplies and equipment, particularly personal protective equipment is of utmost importance. The government is working to ensure those in priority areas and in urgent need are receiving the supplies they need.

Quick Facts

Ontario obtains its own supplies and receives others procured centrally by the federal government. 
As of April 13, through the Ontario Together web portal, the province has received over 14,500 submissions from businesses and private citizens, offering to provide or donate various supplies and equipment, such as masks, face shields, testing equipment, ventilators, hand sanitizer, gowns and coveralls. More than 9,000 emergency supply submissions have generated nearly $90 million in purchases of critical equipment and supplies. 
Ontario has launched a new $50 million Ontario Together Fund to help businesses provide innovative solutions or retool their operations to manufacture essential medical supplies and equipment, including gowns, coveralls, masks, face shields, testing equipment and ventilators
Ontario is making it easier for businesses to work with government by developing a smarter procurement system that will save taxpayer money, drive office efficiencies and help small- and medium-sized businesses tap into new opportunities in government procurement.



Additional Resources


Ontario’s Action Plan: Responding to COVID-19


Ontario Protecting Supply Chains to Support COVID-19 Emergency Response


									Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19.
							


"
14,2020-04-12,http://news.ontario.ca/mohltc/en/2020/04/province-developing-new-health-data-platform-to-help-defeat-covid-19.html,Province Developing New Health Data Platform to Help Defeat COVID-19,"
Province Developing New Health Data Platform to Help Defeat COVID-19
New platform will allow researchers to better detect, plan and respond to the outbreak

April 12, 2020  4:02 P.M.

Ministry of Health


TORONTO —The Ontario government is taking steps to better detect, plan and respond to the COVID-19 outbreak. In consultation with the Ontario Privacy Commissioner, the province is developing a new health data platform called the Pandemic Threat Response (PANTHR). This new platform will hold secure health data that will allow researchers to better support health system planning and responsiveness, including the immediate need to analyze the current COVID-19 outbreak.
""Better access to integrated data will improve modelling and research to determine how COVID-19 is evolving, ensuring frontline staff are as prepared as possible in these unprecedented times,"" said Christine Elliott, Deputy Premier and Minister of Health. ""While access to data is important, we are taking all measures to ensure patient privacy is always respected and Ontarians are aware of how anonymized information may be shared."" Ontario will appoint a PANTHR special advisor and form a roundtable to provide recommendations about the data and policies to support and help overcome barriers while developing this platform. The information gathered in the secure platform will help break down long-standing barriers and allow researchers to help with: Increasing detection of COVID-19;Discovering risk factors for vulnerable populations;Predicting when and where outbreaks may happen;Evaluating how preventative and treatment measures are working; andIdentifying where to allocate equipment and other resources. ""Integrating data from across the province will allow us to effectively leverage tools, like artificial intelligence, to better understand this virus, how it spreads and the most effective means of combatting it,"" said Peter Bethlenfalvy, President of the Treasury Board. ""These key insights will mean our world-class health system partners have secure access to better and more consistent population data, improving decision-making in health care and aiding our efforts to beat COVID-19. The health and safety of Ontarians remains our singular focus - this is another measure that will allow us to continue to deliver on that commitment.""  When launched, PANTHR will provide access to de-identified, integrated data on publicly funded administrative health services records, including: Physician claims submitted to the Ontario Health Insurance Plan (OHIP);Medical drug claims submitted to the Ontario Drug Benefit Program;Discharge summaries of hospital stays and emergency department visits; andClaims for home care and long-term care. PANTHR will also contain clinical data from special registry collections, such as the Critical Care Information System (CCIS), which reports on critical care capacity in the province, and clinical data extracted from public health, hospital, laboratory and diagnostic imaging information systems. Other supporting data may also be added based on needs of researchers in achieving COVID-19 objectives.  Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19 or to take a self assessment.       

Additional Resources


Ontario Provides $3.3 Billion More to Increase Health Care Capacity


Ontario’s Action Plan: Responding to COVID-19



"
15,2020-04-12,http://news.ontario.ca/opo/en/2020/04/premier-doug-ford-delivers-easter-greetings.html,Premier Doug Ford Delivers Easter Greetings,"
Premier Doug Ford Delivers Easter Greetings


April 12, 2020  8:00 A.M.

Office of the Premier


Today, Premier Doug Ford issued the following statement to mark Easter Sunday:
""Today, people across Ontario will celebrate the joyous occasion of Easter. For Christians, Easter Sunday is the holiest day in the Christian calendar and marks the triumphant resurrection of Jesus Christ. For others, the Easter long weekend is a time to celebrate the arrival of spring, spend quality time with family, and exchange gifts such as chocolates and sweets with loved ones. This year, Easter celebrations will be different due to the pandemic. All but essential workers will need to stay home and practise physical distancing in order to help keep everyone safe and healthy. However, we can still enjoy a meal with those in our household and connect with loved ones by phone, email or videochat. Please think of our seniors and those facing hard times, and consider reaching out or dropping off necessities for them. For the kids worried about whether the Easter Bunny will come this year, don't worry. Earlier this week, I declared the Easter Bunny's delivery of chocolates and candy an essential service. The Easter Bunny will still be hopping about, while following the rules of physical distancing and avoiding public areas to keep us all protected and ensuring everyone can enjoy this special time. From my family to yours, I want to wish everyone a safe and healthy holiday at home. Happy Easter!""
"
16,2020-04-11,http://news.ontario.ca/opo/en/2020/04/ontario-businesses-stepping-up-to-fight-covid-19.html,Ontario Businesses Stepping Up to Fight COVID-19,"
Ontario Businesses Stepping Up to Fight COVID-19
Over 14,000 submissions received through Ontario Together Portal, but more are needed 

April 11, 2020  1:00 P.M.

Office of the Premier


TORONTO — Thousands of businesses and private citizens have stepped up and offered to help the Ontario government defeat COVID-19. On March 21, Premier Doug Ford launched the Ontario Together web portal appealing to Ontario's manufacturers, entrepreneurs and innovators to provide essential supplies and equipment to support front line workers in their fight against the pandemic. To date, the portal has received over 14,000 submissions offering to provide everything from hand sanitizer, to gowns and coveralls, to masks and face shields, to testing equipment and ventilators.
""Since our initial call to action was issued, we have had a tremendous response from Ontario businesses,"" said Premier Ford. ""These go-getters have stepped up in a big way to support our frontline workers with medical supplies and equipment, and many more are coming forward with a variety of innovative solutions. We have mobilized our manufacturing firepower and are converting it into Canada's manufacturing workshop. But we need to enlist even more of our entrepreneurial leaders in order to stop this virus in its tracks."" More than 7,500 emergency supply submissions have generated nearly $90 million in purchases of critical equipment and supplies. These include: 5.1 million gloves20 million masks250,000 face shields50,000 units of clip-on hand sanitizer for OPP officers""When we put out the call to the business community for help, they quickly mobilized to meet the need for essential supplies and personal protective equipment,"" said Vic Fedeli, Minister of Economic Development, Job Creation and Trade. ""It's heartening to see how many made-in-Ontario solutions have been offered to directly help those on the frontlines. This incredible response demonstrates the strength of the Ontario Spirit in our business community and world-class manufacturing sector."" Over 1,200 submissions were received for the first three challenges to support the delivery of mental health solutions to vulnerable populations, ensure the strength of our supply chains and deliver financial advice to the small business community. The government's next challenge will call for ideas on how to support remote learning, with new challenges posted to the Ontario Together web portal on a regular basis. To support the development of proposals submitted by businesses and individuals through the Ontario Together web portal and help businesses retool their operations, the government launched the $50 million Ontario Together Fund. All submissions received through the portal are being reviewed and prioritized to focus on solutions that can respond to where the need is greatest and can be implemented quickly.  

Additional Resources


See how your organization can help fight COVID-19.


									Learn more about Ontario’s Action Plan: Responding to COVID-19.
							

									Visit Ontario’s website to learn more about how the province continues to protect Ontarians from COVID-19.
							


"
17,2020-04-11,http://news.ontario.ca/opo/en/2020/04/ontario-takes-further-action-to-stop-the-spread-of-covid-19.html,Ontario Takes Further Action to Stop the Spread of COVID-19 ,"
Ontario Takes Further Action to Stop the Spread of COVID-19 
Province Extends Emergency Orders until April 23

April 11, 2020  8:00 A.M.

Office of the Premier


TORONTO — To help stop the spread of COVID-19 and protect the health and safety of people across the province, the Ontario government has extended all emergency orders that have been put in place to-date under s.7.0.2 (4) of the Emergency Management and Civil Protection Act until April 23, 2020, including the closure of outdoor amenities in parks and recreational areas, non-essential workplaces, public places and bars and restaurants, along with restrictions on social gatherings and the prohibition of price gouging.
In addition, new measures have been introduced to address surge capacity in retirement homes, restrict recreational camping on Crown land, and allow the repurposing of existing buildings and temporary structures. All of these actions are based on the advice of Ontario's Chief Medical Officer of Health. ""I understand the actions we are taking are affecting the lives and livelihoods of people across the province, but these are extraordinary times and we need to do whatever we can to keep individuals and families safe and stop the spread of this terrible virus,"" said Premier Ford. ""We all must continue to do our part by staying home and practicing physical distancing. With the proper precautions and additional measures we're taking today, I am confident we will get through this together and stronger."" Ontario introduced the following new steps to help stop the spread of COVID-19. The government is: Making it easier to repurpose existing buildings and put up temporary structures, like tents, so communities can meet their local needs quickly. This will reduce pressure on health care facilities, where needed, and help shelters provide more space for sleeping to maintain the physical distancing requirements to reduce the spread of the virus.Temporarily enabling hospitals to increase their capacity by using the beds and services of retirement homes without certain labour relations implications during the declared provincial emergency.Prohibiting recreational camping on Crown land as of April 9, 2020. Under the emergency order, no individual can camp on Crown land, including the placement of tents or other camping structures, while the order is in effect. The government will continue to monitor the situation and re-evaluate if further actions are required.Supporting construction workers and businesses with emergency action to help improve cash flow in the construction industry during the COVID-19 outbreak. This will lift the suspension of limitation periods and procedural time periods under the Construction Act and allow the release of holdback payments to contractors and subcontractors.The following emergency orders have been extended until April 23, 2020: Closure of public places and establishments with exemption for emergency child care for health care and frontline essential service workersProhibiting events and gatherings of more than five peopleWork deployment for health service providersDrinking water and sewageElectronic service of documentsWork deployment for long-term care homesElectricity pricingClosure of non-essential workplacesTraffic managementStreamlining requirements for long-term care homesProhibiting unfair pricing for necessary goodsEnforcement of ordersWork deployment for boards of healthWork deployment measures in retirement homesAccess to COVID-19 status information by specified personsService agencies providing services and supports to adults with developmental disabilitiesPick up and delivery of cannabisSignatures in wills and powers of attorneyUse of force and firearms in policing servicesClosure of outdoor recreational amenities"
18,2020-04-10,http://news.ontario.ca/edu/en/2020/04/ontario-taking-action-to-support-parents-during-covid-19.html,Ontario Protects Parents during COVID-19,"
Ontario Protects Parents during COVID-19
Province Prevents Operators from Charging Fees while Child Cares are Closed

April 10, 2020  2:30 P.M.

Ministry of Education


TORONTO — During the COVID-19 outbreak, the Ontario government is temporarily preventing child care centres from collecting payments from parents, while also ensuring that their child care spaces are protected. Child care centres, with the exception of those accommodating health care and other frontline workers, were ordered closed to help prevent the spread of the virus and keep the children and child care staff safe.  
An emergency order has been issued, and immediately prevents any child care operator from charging parent fees where care is not being provided. The order also means that parents cannot lose their child care space because they are not paying fees during this period. This will help provide much needed relief for parents during the outbreak. ""COVID-19 has imposed significant financial pressure on working parents,"" said Stephen Lecce, Education Minister. ""We need to support our parents who may be facing reduced income or layoffs during the COVID-19 outbreak."" The child care sector, like many others, is facing significant financial pressures. Child care providers can seek supports for businesses and individuals under the federal government's Economic Response Plan. ""We are defending the interests of consumers and protecting parents' hard-earned money by ordering child care centres to stop charging fees for services not rendered,"" said Minister Lecce. ""From protecting health and safety, to jobs and incomes, we will do whatever it takes to get our province and our incredibly resilient people through this.""  The Ontario government will continue to work with the child care sector and federal, municipal and First Nations partners on a plan to ensure the sustainability of the sector during the outbreak.

Quick Facts

Child care centres have been ordered to close through a provincial Emergency Order. 
Some child care centres that are providing child care for health care and other frontline workers, and home-based child care providers (licensed and unlicensed), are permitted to continue to operate
Over 1 million applications have been received through Ontario’s Support for Families. The simple online application gives parents a one-time payment of $200 for each child aged 0 to 12, or $250 for children 21 years old or younger with special needs.



Additional Resources


Ontario Enacts Declaration of Emergency to Protect the Public


Province Takes Steps to Ensure Frontline Staff Can Continue to Work


Learn at Home


Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19



"
19,2020-04-10,http://news.ontario.ca/opo/en/2020/04/ontario-significantly-expanding-covid-19-testing.html,Ontario Significantly Expanding COVID-19 Testing,"
Ontario Significantly Expanding COVID-19 Testing
Enhanced testing strategy will help stop the spread of the virus

April 10, 2020  1:00 P.M.

Office of the Premier


TORONTO — To stop the spread of COVID-19, the Ontario government is implementing the next phase of its strategy to significantly expand and enhance testing. In addition to the ongoing testing of the general public at any of the 100 assessment centres now established across the province, Ontario will be proactively testing several priority groups, including:
Hospital inpatients;Residents of long-term care and retirement homes;Health care workers, caregivers, care providers, paramedics, and first responders, including police and firefighters;Remote, isolated, rural and Indigenous communities;Other congregate living centres, including homeless shelters, prisons and group homes;Specific vulnerable populations, including patients undergoing chemotherapy or hemodialysis and requiring transplants, as well as pregnant persons, newborns and cross-border workers; andOther essential workers, as defined by provincial orders.""We're laser-focused on ramping up our testing capacity so we can protect the most vulnerable in our communities and those who protect them, like our frontline health care workers and first responders,"" said Premier Ford. ""By expanding our testing capacity, we will be able to find cases faster, intervene earlier, reduce the spread, and save lives."" By implementing this strategy, Ontario expects to double the number of tests processed each day to 8,000 by April 15, 2020 and 14,000 by April 29, 2020, at which point overall lab capacity will have been further expanded. ""By significantly increasing the number of tests each day, we will identify cases early, contain them and prevent putting more people at risk,"" said Christine Elliott, Deputy Premier and Minister of Health. ""Doing so is especially important for priority groups like hospital inpatients, long-term care home residents and our brave frontline health care workers and first responders, all of whom are more vulnerable to being exposed to this virus. Nothing is more important than protecting their health and wellbeing."" This testing strategy follows extensive efforts to expand Ontario's lab testing capacity, which helped to quickly eliminate a backlog of approximately 10,000 people within less than two weeks. To date, the province has conducted over 94,000 tests. The province has re-established same-day testing results, which are now conveniently accessible to patients through a new user-friendly online portal. This portal will help ease pressure on public health units and frontline workers, allowing them to focus their efforts on combating COVID-19. The province is also helping to significantly expand the capacity of public health units to conduct contact tracing and case management, both of which are critical to stopping the spread of the virus, by enabling the use of volunteers, including retired nurses and medical students. People who have tested negative for COVID-19 must still follow all precautions, including staying at home except to pick up essential supplies like groceries and prescriptions, and keeping at least two-meters apart from others. While an individual may receive a negative test at a given moment in time, the individual is still able to contract and spread the virus.

Quick Facts

Testing guidelines have been provided to health-system partners, including public health units, assessment centres, primary care settings and long-term care homes. Guidelines are forthcoming for specific vulnerable populations and essential workers. The province will also provide guidelines to begin targeted surveillance by sampling populations within northern towns. 
Ontario will continue to increase its testing capacity by leveraging hospital, community and research labs.
The province is also updating the list of symptoms related to COVID-19, including a hoarse voice, difficulty swallowing, loss of sense of smell or taste, diarrhea or nausea/vomiting. For seniors, there are additional symptoms including chills, delirium with no other obvious reason, falls, acute functional decline, increased heart rate and decreased blood pressure. These updated symptoms are in addition to difficulty breathing, fever, cough, muscle aches, fatigue, headache, sore throat and runny nose.
All Ontarians should stay home unless for essential reasons only, such as such as accessing health care services, shopping for groceries, picking up medication, walking pets when required, or supporting vulnerable community members with meeting essential needs. If you must leave your home, stay at least two meters apart from others.



Additional Resources


Updated COVID-19 Provincial Testing Guidance 


Quick Reference on Public Health Guidance on Testing and Clearance


Updated Directive for Long-Term Care Homes


Ontario's enhanced testing strategy


									Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19.
							

Ontario's Self-Assessment Tool


Ontario’s Action Plan: Responding to COVID-19



"
20,2020-04-10,http://news.ontario.ca/opo/en/2020/04/premier-doug-ford-delivers-good-friday-reflections.html,Premier Doug Ford Delivers Good Friday Reflections,"
Premier Doug Ford Delivers Good Friday Reflections


April 10, 2020  8:00 A.M.

Office of the Premier


Today, Premier Doug Ford issued the following statement to mark Good Friday:
""Christians across Ontario and around the world today will observe the sacred occasion of Good Friday and look forward with hope to the joy of Easter Sunday. Many of them will spend the day in prayer, fasting, and charitable giving to commemorate the crucifixion of Jesus Christ. While many will be unable to mark this day as they have traditionally done in the past, we strongly urge everyone to stay home and stay connected with loved ones by phone, email or virtual get-togethers. Many places of worship are working hard to connect the community of faith through the livestreaming or televising of services this weekend. I thank all of those who are doing their part to slow the spread of COVID-19 and practicing physical distancing. My thoughts today are especially with our frontline health care workers, first responders, correctional officers, and essential workers. Thank you for everything you do, and in many cases, special thanks to those who are working through the weekend to keep everyone safe and healthy. My heart also goes out to those who are struggling during this difficult period. Our government is working hard to fight this virus while supporting individuals, families and businesses. We will get through this. I wish everyone observing this solemn occasion a peaceful and prayerful Good Friday.""
"
21,2020-04-09,http://news.ontario.ca/mto/en/2020/04/government-releases-hamilton-transportation-task-force-report.html,Government Releases Hamilton Transportation Task Force Report,"
Government Releases Hamilton Transportation Task Force Report
Metrolinx and Infrastructure Ontario to undertake technical review 

April  9, 2020  4:00 P.M.

Ministry of Transportation


TORONTO - Today, Caroline Mulroney, Minister of Transportation issued the following statement regarding the Hamilton Transportation Task Force Report:
""I am pleased that we are one step closer to ensuring that the province's commitment of $1 billion in capital funding is invested in realistic and affordable transportation projects in Hamilton. The Task Force has recommended a list of proposed projects that will improve access to the transportation network, reduce congestion, and lower greenhouse gas emissions. In order to determine which of these projects will best serve the needs of Hamilton, the Task Force has also recommended further analysis. To this end, I am asking Metrolinx and Infrastructure Ontario to conduct a technical review of the project options contained in the report. In the interest of full transparency, I am also releasing the report to stakeholders and the public. I would like to thank Chair Tony Valeri and the members of the Hamilton Transportation Task Force, Richard J. Brennan, Anthony V. Primerano, Dr. Saiedeh Razavi and Janette Smith, for their recommendations on transportation options for the City of Hamilton. Our government remains committed to ensuring that the City of Hamilton gets the transit and transportation infrastructure it needs and deserves in order to connect people to places and jobs and ensure a seamless transit experience.""

Quick Facts

On January 23, 2020, the Ontario government announced the membership of the Hamilton Transportation Task Force. Its mandate was to provide the Minister of Transportation with analysis and advice on potential transportation projects that will respond to Hamilton’s socio-economic needs. 



Additional Resources


Hamilton Transportation Task Force Report



"
22,2020-04-09,http://news.ontario.ca/oss/en/2020/04/ontario-creates-partnership-with-volunteer-hub-to-help-seniors.html,Ontario Creates Partnership with Volunteer Hub to Help Seniors ,"
Ontario Creates Partnership with Volunteer Hub to Help Seniors 
Province Connecting Volunteers to Community Organizations Supporting Seniors and People with Disabilities During COVID-19 

April  9, 2020  3:00 P.M.

Ministry for Seniors and Accessibility


TORONTO — The Government of Ontario is partnering with SPARK Ontario to help seniors and the most vulnerable stay connected and healthy as they self isolate during the COVID-19 outbreak.
SPARK Ontario is the province's first bilingual volunteer hub designed to direct volunteers to where they are needed most. The needs of each community vary, but groups across the province are looking for volunteers to help deliver food or medicines, run errands or check-up on seniors and the most vulnerable by phone or email while they self-isolate. ""During this difficult time, it is more important than ever that we come together to support the most vulnerable in our communities,"" said Raymond Cho, Minister for Seniors and Accessibility. ""By working with SPARK Ontario and with the support of the Ministry of Heritage, Sport, Tourism and Culture Industries, we are mobilizing the power of volunteers to help those most in need, especially our older adults and those with disabilities."" Volunteer organizations can visit www.sparkontario.ca to post volunteer opportunities available in their communities. Ontarians interested in volunteering are encouraged to check the website for opportunities to make a difference where they live. Seniors, people with disabilities, and others in need of assistance can also be connected to essential services in their community at any time by visiting www.211ontario.ca or by dialing 211 or 1-877-330-3212 (toll free). TTY service is also available by dialing 1-888-340-1001.   Ontario is taking action to protect the health and safety of seniors and people with disabilities during this outbreak. That includes an additional $20 million investment over two years to better protect seniors and staff at retirement homes, and an investment that will support the delivery of foods and medicines to seniors and people with disabilities to ensure they can stay home and stay healthy.

Quick Facts

Ontario is investing $100,000 as part of a government-wide initiative to help connect community organizations to the volunteers Ontario needs through www.sparkontario.ca 
Ontario recently announced $200 million in social services relief funding to help the province’s most vulnerable during COVID-19. The funding will help municipalities and social service providers such as shelters, food banks, emergency services, charities and non-profits continue to deliver their critical services and find ways to promote social distancing and self-isolation to keep Ontarians safe and healthy.
Visit Ontario's website to learn more about how the province continues to protect Ontarians from COVID-19. 



Background Information

Ontario Coming Together to Help Those in Need During COVID-19


"
23,2020-04-09,http://news.ontario.ca/opo/en/2020/04/ontario-starts-planning-for-economic-recovery.html,Ontario Starts Planning for Economic Recovery,"
Ontario Starts Planning for Economic Recovery
Premier Ford Appoints Team to Develop Plan for Post-Pandemic Growth and Prosperity

April  9, 2020  1:20 P.M.

Office of the Premier


TORONTO — The Ontario government has launched a new Ontario Jobs and Recovery Committee which will focus on getting businesses up and running and people back to work after the COVID-19 pandemic is over. While the government's primary focus is on combatting the virus, supporting frontline health care workers and providing immediate relief to people and businesses, this new committee will be developing a plan to stimulate economic growth and job-creation in the weeks and months ahead.
""My heart goes out to those individuals and families who have been out of work, or whose business has closed through no fault of their own,"" said Premier Ford. ""I can assure each person affected by this crisis that we will do everything we can to support you, and get you back on the job as soon as possible. While our government battles this virus, members of our new Ontario Jobs and Recovery Committee will roll up their sleeves and develop a roadmap to a stronger, more prosperous economy.""   The membership of the Ontario Jobs and Recovery Committee includes:  • Rod Phillips, Chair, Minister of Finance  • Vic Fedeli, Minister of Economic Development, Job Creation and Trade  • Peter Bethlenfalvy, President of the Treasury Board  • Caroline Mulroney, Minister of Transportation  • Christine Elliott, Deputy Premier and Minister of Health  • Ernie Hardeman, Minister of Agriculture, Food and Rural Affairs  • Greg Rickford, Minister of Energy, Northern Development and Mines and Minister of Indigenous Affairs  • John Yakabuski, Minister of Natural Resources and Forestry  • Laurie Scott, Minister of Infrastructure  • Lisa MacLeod, Minister of Heritage, Sport, Tourism and Culture Industries  • Lisa Thompson, Minister of Government and Consumer Services  • Monte McNaughton, Minister of Labour, Training and Skills Development  • Prabmeet Sarkaria, Associate Minister of Small Business and Red Tape Reduction  The Committee will be consulting with a wide variety of people to assess the impact of COVID-19 on the provincial economy and develop an action plan to move forward, including business associations, chambers of commerce, municipal leaders, corporate leaders, small business owners, and entrepreneurs. ""While we focus our energy and resources on defeating COVID-19, today's job numbers highlight why we also need to plan for an economic recovery,"" said Rod Phillips, Minister of Finance. ""At Premier Ford's request, I have convened the Ontario Jobs and Recovery Committee. And our first order of business is to prepare for the next phase of Ontario's Action Plan, which will be ready to launch as soon as COVID-19 is contained. This team will get our economy moving again ― with a focus on job creation, opportunities for growth, and protecting our province from future threats."" Today, Statistics Canada released its monthly job numbers, which showed a 402,800 decrease in employment in Ontario. To support the provincial effort to deal with this crisis, the government launched Ontario's Action Plan: Responding to COVID-19. This is a $17 billion package with funding targeted to help families and a variety of sectors across the province. In addition to $3.3 billion in more health care resources, the plan includes $3.7 billion to support people and jobs, and relief of $6 billion by temporarily deferring taxes for 100,000 Ontario businesses, $1.9 billion to allow employers to defer Workplace Safety and Insurance Board payments, and $1.8 billion to defer municipal education property tax payments. The government is also providing $52 million from the package to better support individuals and families in financial crisis through social assistance. This funding will support those who are not able to access federal assistance to cover needs such as food costs, rent, medicine and other essential services during this time. Individuals can easily apply online for assistance. To support small businesses, the Ontario government has also worked with the federal government to develop the Small and Medium-sized Enterprise Loan that will enable up to $40 billion in lending, supported through Export Development Canada and the Business Development Bank. This new program will help businesses meet cash flow requirements through guaranteed loans. ""Our government is pulling out all the stops to support our job creators and workers today, during this very difficult time,"" said Vic Fedeli, Minister of Economic Development, Job Creation and Trade. ""But it is incumbent upon us to look ahead and map out a plan that considers life after COVID-19, a plan that will guide us into a future filled with hope, new employment opportunities and steady economic growth."" ""While the health and safety of Ontarians is our top priority, we need to ensure that our province is positioned to support and facilitate economic growth when we lift the State of Emergency,"" said Peter Bethlenfalvy, President of the Treasury Board. ""This starts with the Ontario Jobs and Recovery Committee, which will ensure we have a long-term, strategic vision to responsibly reopen our economy.""

Additional Resources


Apply for emergency assistance.


See how your organization can help fight COVID-19.


Learn more about Ontario’s Action Plan: Responding to COVID-19.


Visit Ontario’s website to learn more about how the province continues to protect Ontarians from COVID-19.



"
24,2020-04-09,http://news.ontario.ca/edu/en/2020/04/minister-of-education-statement-on-ratification-of-oecta-central-agreement.html,Minister of Education Statement on Ratification of OECTA Central Agreement ,"
Minister of Education Statement on Ratification of OECTA Central Agreement 


April  9, 2020  8:15 A.M.

Ministry of Education


TORONTO — Today, Minister of Education Stephen Lecce, issued the following statement in response to the ratification of the central agreement with the Ontario English Catholic Teachers' Association (OECTA) and the Ontario Catholic School Trustees' Association (OCSTA):
""I would like to congratulate OECTA and OCSTA for the ratification of the 2019-22 central agreement, the first deal reached with Ontario teachers. We will continue to advance efforts that improve and modernize Ontario's education system and serve the needs of students and their families, while being fiscally responsible. Our aim is to ensure our system is responsive and adaptive to the challenges on the horizon, and we have full confidence that educators will rise to the challenge and work hard to ensure students learn and succeed.  Like our deals with the Education Workers' Alliance of Ontario (EWAO) and the Canadian Union of Public Employees (CUPE), our primary objective was to provide predictability and certainty to parents, students and educators alike. The time is now for the outstanding deals - parents deserve predictability.""

Background Information

OECTA Central Agreement Now Ratified


"
25,2020-04-08,http://news.ontario.ca/mnr/en/2020/04/be-bear-wise-and-prevent-bear-encounters.html, Be Bear Wise and Prevent Bear Encounters,"
 Be Bear Wise and Prevent Bear Encounters
Public should exercise caution as bears come out of hibernation

April  8, 2020  5:00 P.M.

Ministry of Natural Resources and Forestry


The Ministry of Natural Resources and Forestry and the Ontario Provincial Police (OPP) remind you to exercise caution as bears begin to come out of hibernation this spring.
Black bears waking up from hibernation are faced with a scarcity of natural food sources, leading them to look for food in garbage cans and bird feeders. You can prevent bears from visiting your home and neighbourhood by:   Storing garbage in waste containers with tight-fitting lids Putting out garbage only on the morning of pickup Putting away bird feeders for the spring (you can offer birds natural alternatives, such as flowers, nesting boxes and fresh water) Cleaning food residue and grease from outdoor barbecue grills after each use Keeping pet food indoors  Bears that enter your community are not necessarily a threat, but it is important to know who to call if you encounter a bear. For non-emergencies, the province operates a toll-free Bear Wise reporting line (1-866-514-2327). The line is open 24/7 from April 1 to November 30. If a bear is posing an immediate threat by exhibiting threatening or aggressive behaviour, remain calm and call 911 or your local police department.

Quick Facts

Visit Bear Wise at Ontario.ca to learn more about how to avoid attracting bears and what to do if you encounter one.
Bears will remember their last source of food and return there when hungry, sometimes travelling over 100 kilometres.



Background Information

 Who Do I Call If I Encounter A Bear?


"
